Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters R128,L vs Mannarino,12,23,0.5,12.0%,23.0%,9,21,0.4,10.3%,24.1%,5.7%,2.3%,1.4,22.0%,16.0%
2025 Dubai R32,L vs Mpetshi Perricard,43,19,2.3,30.5%,13.5%,36,18,2.0,30.3%,15.1%,6.7%,3.4%,3.2,36.2%,11.3%
2025 Marseille R16,W vs Hurkacz,36,35,1.0,18.9%,18.4%,26,30,0.9,16.5%,19.0%,12.0%,4.4%,0.9,15.3%,17.4%
2025 Rotterdam R32,L vs Rublev,31,33,0.9,23.7%,25.2%,23,29,0.8,20.7%,26.1%,7.2%,1.8%,1.2,20.6%,17.6%
2025 Adelaide R32,L vs Shapovalov,23,17,1.4,21.5%,15.9%,19,15,1.3,21.6%,17.0%,5.7%,1.1%,2.2,36.4%,16.8%
2024 Hangzhou F,L vs Cilic,27,25,1.1,16.8%,15.5%,13,23,0.6,10.4%,18.4%,8.8%,1.6%,1.4,21.7%,15.5%
2024 Hangzhou SF,W vs Yunchaokete,25,28,0.9,18.0%,20.1%,14,28,0.5,11.8%,23.5%,7.6%,3.4%,0.8,11.5%,15.1%
2024 US Open R128,L vs Draper,10,20,0.5,9.5%,19.0%,9,19,0.5,9.3%,19.6%,7.2%,1.0%,2.1,21.9%,10.5%
2024 Cincinnati Masters R32,L vs Rublev,33,21,1.6,31.7%,20.2%,27,17,1.6,32.1%,20.2%,9.5%,3.6%,3.2,27.9%,8.7%
2024 Cincinnati Masters R64,W vs Mpetshi Perricard,18,8,2.3,15.0%,6.7%,12,6,2.0,13.3%,6.7%,10.0%,3.3%,1.0,20.8%,21.7%
2024 Hamburg QF,L vs Zverev,30,11,2.7,30.3%,11.1%,27,11,2.5,32.1%,13.1%,17.9%,2.4%,3.5,39.4%,11.1%
2024 Wimbledon R64,L vs Struff,60,20,3.0,21.2%,7.1%,41,18,2.3,17.6%,7.7%,12.9%,2.6%,2.3,23.3%,10.2%
2024 Wimbledon R128,W vs Janvier,37,17,2.2,20.1%,9.2%,23,16,1.4,14.1%,9.8%,8.6%,3.7%,0.9,15.8%,16.8%
2024 Halle SF,L vs Sinner,21,24,0.9,15.1%,17.3%,12,22,0.5,10.1%,18.5%,8.4%,1.7%,1.7,21.6%,12.9%
2024 Roland Garros R32,L vs Tsitsipas,26,23,1.1,19.0%,16.8%,24,22,1.1,18.5%,16.9%,10.0%,1.5%,2.0,31.4%,15.3%
2024 Rome Masters QF,L vs Tabilo,21,17,1.2,16.9%,13.7%,17,15,1.1,15.7%,13.9%,9.3%,6.5%,2.6,23.4%,8.9%
2024 Marseille R16,W vs Auger Aliassime,20,18,1.1,16.9%,15.3%,14,14,1.0,14.0%,14.0%,7.0%,5.0%,1.0,15.3%,15.3%
2024 United Cup QF,L vs Hurkacz,16,19,0.8,13.3%,15.8%,13,17,0.8,12.4%,16.2%,7.6%,4.8%,1.7,20.8%,12.5%
2024 United Cup RR,W vs Lehecka,18,40,0.5,10.2%,22.7%,13,37,0.4,8.3%,23.7%,3.8%,4.5%,0.9,19.9%,21.6%
2024 United Cup RR,L vs Djokovic,17,22,0.8,16.5%,21.4%,13,20,0.7,14.6%,22.5%,9.0%,5.6%,2.4,18.4%,7.8%
Career (34 matches),,1056,946,1.1,17.9%,16.0%,761,872,0.9,14.9%,17.1%,8.8%,3.4%,1.4,20.6%,14.3%
