Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Feb-2026,Brisbane 2 CH,Hard,F,365,178,Zhang d. (4) Alex Bolt [AUS],6-2 6-4,1.47,16.7%,0.0%,66.7%,83.3%,50.0%,4/4,1:08
18-Sep-2024,Hangzhou,Hard,F,48,777,(W) Marin Cilic [CRO] d. (6) Zhang,7-6(5) 7-6(5),0.99,17.9%,2.6%,70.5%,81.8%,65.2%,2/2,1:50
15-Aug-2022,Grodzisk Mazowiecki CH,Hard,F,157,158,(5) Tomas Machac [CZE] d. (6) Zhang,1-6 6-3 6-2,0.96,6.9%,5.6%,72.2%,67.3%,45.0%,4/7,1:53
01-Aug-2022,Cordenons CH,Clay,F,197,210,Zhang d. (Alt) Andrea Vavassori [ITA],2-6 7-6(5) 6-3,0.97,3.1%,1.0%,59.8%,62.1%,53.8%,6/10,3:02
18-Jul-2022,Trieste CH,Clay,F,239,187,Francesco Passaro [ITA] d. (Q) Zhang,4-6 6-3 6-3,0.76,1.1%,4.6%,59.8%,57.7%,48.6%,9/15,1:53
27-Jun-2022,Luedenscheid CH,Clay,F,281,395,(Q) Hamad Medjedovic [SRB] d. Zhang,6-1 6-2,0.32,0.0%,9.3%,58.1%,52.0%,33.3%,1/6,0:48
28-Oct-2019,Shenzhen CH,Hard,F,185,243,(8) Zhang d. Zhe Li [CHN],6-3 4-6 6-1,1.46,12.3%,0.0%,53.4%,84.6%,64.7%,3/4,1:42
02-Sep-2019,Jinan CH,Hard,F,397,155,(WC) Zhang d. (7) Go Soeda [JPN],7-5 2-6 6-4,0.96,11.1%,3.3%,65.6%,67.8%,51.6%,3/6,1:57
09-Jul-2018,Italy F18,Clay,F,372,477,Jelle Sels [NED] d. (2) Zhang,6-0 6-3,,,,,,,,
17-Jul-2017,China F13,Hard,F,546,536,(6) Sora Fukuda [JPN] d. Zhang,6-3 7-5,,,,,,,,
