Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,3,6,33.3%,6-12,33.3%,84-103,44.9%,1-3,25.0%,7,81.5%,6.3%,9.0%,1.7%,63.7%,72.4%,46.8%,63.1%,27.8%,46.3%,0.75,R16 (Doha)
2025,14,4,10,28.6%,12-23,34.3%,166-189,46.8%,2-5,28.6%,13,82.7%,10.8%,10.4%,3.3%,64.9%,72.7%,51.8%,65.3%,30.1%,48.2%,0.87,QF (Marseille)
2024,56,26,30,46.4%,65-73,47.1%,679-688,49.7%,11-17,39.3%,56,82.7%,16.9%,10.2%,2.7%,63.0%,73.5%,51.7%,65.5%,33.7%,49.6%,0.98,F (Hangzhou)
2023,36,19,17,52.8%,50-50,50.0%,487-503,49.2%,11-8,57.9%,36,79.8%,19.2%,7.5%,2.6%,64.6%,71.4%,50.9%,64.2%,34.4%,49.5%,0.96,SF (Hamburg)
2022,9,5,4,55.6%,13-10,56.5%,119-109,52.2%,4-3,57.1%,7,83.5%,12.5%,8.7%,1.7%,64.6%,72.2%,56.3%,66.6%,33.6%,49.3%,1.01,QF (Naples)
2021,2,0,2,0.0%,3-5,37.5%,36-46,43.9%,1-1,50.0%,2,75.0%,14.3%,7.3%,0.8%,61.4%,73.0%,48.0%,63.3%,32.7%,48.1%,0.89,R32 (Hamburg)
2019,6,2,4,33.3%,6-9,40.0%,81-86,48.5%,2-4,33.3%,5,85.5%,14.3%,9.7%,0.7%,65.3%,71.4%,54.7%,65.6%,32.8%,49.4%,0.95,R16 (2x)
2018,1,0,1,0.0%,1-1,50.0%,10-12,45.5%,1-0,100.0%,1,69.2%,14.3%,10.1%,3.4%,59.6%,66.0%,41.7%,56.2%,36.9%,45.8%,0.84,R32 (Shenzhen)
2017,4,3,1,75.0%,7-4,63.6%,57-49,53.8%,2-0,100.0%,4,83.0%,21.6%,7.0%,2.9%,58.6%,74.8%,48.3%,63.8%,38.6%,51.2%,1.06,QF (Shenzhen)
2015,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,2,68.4%,22.2%,8.0%,4.8%,56.0%,62.9%,50.9%,57.6%,34.8%,46.8%,0.82,R16 (Shenzhen)
Career,139,63,76,45.3%,165-189,46.6%,1736-1805,49.0%,35-41,46.1%,133,81.5%,16.3%,9.1%,2.5%,63.5%,72.5%,51.3%,64.8%,33.5%,49.2%,0.95,
