Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,12,4,8,33.3%,9-19,32.1%,129-158,44.9%,2-4,33.3%,11,79.2%,9.3%,8.9%,2.3%,64.8%,71.5%,46.2%,62.6%,29.3%,46.9%,0.78
Clay,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
Grand Slams,1,0,1,0.0%,0-3,0.0%,12-19,38.7%,0-1,0.0%,1,73.3%,13.3%,8.1%,1.0%,66.7%,63.6%,42.4%,56.6%,25.6%,42.2%,0.59
Masters,2,0,2,0.0%,1-4,20.0%,18-26,40.9%,0-0,-,2,63.6%,18.2%,8.8%,1.5%,63.5%,64.4%,46.0%,57.7%,36.3%,47.1%,0.86
Other Tours,9,3,6,33.3%,6-12,33.3%,86-104,45.3%,2-3,40.0%,8,83.9%,6.5%,9.1%,2.7%,64.8%,74.3%,46.8%,64.6%,28.1%,47.6%,0.79
Best of 5,1,0,1,0.0%,0-3,0.0%,12-19,38.7%,0-1,0.0%,1,73.3%,13.3%,8.1%,1.0%,66.7%,63.6%,42.4%,56.6%,25.6%,42.2%,0.59
Best of 3,12,4,8,33.3%,9-16,36.0%,117-139,45.7%,2-3,40.0%,10,80.0%,8.8%,9.1%,2.5%,64.6%,72.6%,46.7%,63.4%,29.7%,47.5%,0.81
vs Righties,11,4,7,36.4%,9-15,37.5%,118-134,46.8%,2-4,33.3%,9,82.1%,10.7%,9.8%,2.1%,65.1%,72.4%,47.3%,63.6%,30.1%,47.7%,0.83
vs Lefties,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,61.1%,0.0%,3.4%,3.4%,62.9%,65.8%,39.5%,56.0%,23.2%,41.2%,0.53
vs Top 10,2,0,2,0.0%,0-4,0.0%,17-25,40.5%,0-1,0.0%,2,81.0%,0.0%,8.2%,2.1%,61.6%,70.0%,48.2%,61.6%,25.4%,45.5%,0.66
