Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Miami R128,L vs Mannarino,63% (5/8),0% (0/2),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2025 Dubai R32,L vs Mpetshi Perricard,75% (9/12),0% (0/2),0/2,0/0,86% (6/7),2/4,2/3,60% (3/5),0% (0/5)
2025 Marseille R16,W vs Hurkacz,89% (16/18),20% (2/10),2/4,1/1,100% (3/3),1/2,0/0,25% (1/4),0% (0/4)
2025 Rotterdam R32,L vs Rublev,50% (7/14),0% (0/1),0/0,0/0,75% (6/8),11/13,4/5,- (0/0),- (0/0)
2025 Adelaide R32,L vs Shapovalov,70% (7/10),- (0/0),0/0,0/0,60% (3/5),3/5,0/1,- (0/0),- (0/0)
2024 Hangzhou F,L vs Cilic,75% (12/16),0% (0/2),0/0,0/0,100% (2/2),0/2,0/1,75% (9/12),8% (1/12)
2024 Hangzhou SF,W vs Yunchaokete,58% (11/19),50% (1/2),2/2,1/1,100% (4/4),0/0,0/0,80% (4/5),60% (3/5)
2024 Cincinnati R32,L vs Rublev,70% (7/10),- (0/0),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2024 Cincinnati R64,W vs Mpetshi Perricard,100% (9/9),100% (3/3),2/2,1/1,0% (0/1),0/0,0/0,80% (4/5),50% (3/6)
2024 Hamburg QF,L vs Zverev,78% (7/9),- (0/0),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Struff,69% (20/29),33% (2/6),1/5,0/0,80% (8/10),1/4,1/2,54% (7/13),15% (2/13)
2024 Wimbledon R128,W vs Janvier,61% (14/23),57% (4/7),3/6,1/3,80% (4/5),0/0,0/0,67% (4/6),60% (3/5)
2024 Halle SF,L vs Sinner,63% (10/16),0% (0/1),0/1,0/0,0% (0/1),2/4,1/2,40% (2/5),20% (1/5)
2024 Roland Garros R32,L vs Tsitsipas,54% (7/13),- (0/0),0/0,0/0,17% (1/6),0/3,0/1,- (0/0),- (0/0)
2024 Rome QF,L vs Tabilo,54% (7/13),0% (0/2),0/0,0/0,60% (3/5),1/3,0/1,- (0/0),- (0/0)
2024 Marseille R16,W vs Auger Aliassime,90% (9/10),75% (3/4),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2024 United Cup QF,L vs Hurkacz,88% (7/8),0% (0/1),0/0,0/0,50% (2/4),1/3,0/1,- (0/0),- (0/0)
2024 United Cup RR,L vs Djokovic,45% (5/11),- (0/0),0/0,0/0,57% (4/7),2/4,2/3,- (0/0),- (0/0)
2024 United Cup RR,W vs Lehecka,72% (13/18),40% (4/10),2/3,1/2,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2023 Tokyo R32,W vs Hurkacz,86% (12/14),50% (3/6),2/3,1/1,67% (6/9),0/1,0/0,40% (2/5),83% (5/6)
2026 (1 matches),,62.5%,0.0%,-,-,0.0%,0.0%,0.0%,-,-
2025 (4 matches),,72.2%,15.4%,33.3%,100.0%,78.3%,70.8%,66.7%,44.4%,0.0%
2024 (14 matches),,67.6%,44.7%,57.1%,62.5%,60.6%,25.0%,30.8%,65.2%,28.3%
2023 (10 matches),,64.5%,42.0%,48.5%,62.5%,61.5%,40.0%,44.4%,50.0%,44.2%
2022 (1 matches),,72.4%,15.4%,22.2%,0.0%,71.4%,40.0%,0.0%,62.5%,40.0%
Career (62 matches),,63.3%,40.3%,50.8%,46.7%,58.9%,40.0%,36.9%,57.7%,37.4%
