Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,89,36,53,40.4%,98-129,43.2%,1104-1178,48.4%,20-29,40.8%,86,81.7%,15.2%,9.3%,2.5%,63.5%,72.5%,51.2%,64.7%,33.0%,48.9%,0.94
Clay,36,21,15,58.3%,48-37,56.5%,415-398,51.0%,10-2,83.3%,33,79.7%,20.2%,7.2%,2.6%,62.5%,71.6%,53.2%,64.7%,35.5%,50.2%,1.01
Grass,14,6,8,42.9%,19-23,45.2%,217-229,48.7%,5-10,33.3%,14,83.9%,14.7%,11.3%,2.4%,65.5%,73.6%,48.4%,64.9%,32.2%,49.1%,0.92
Grand Slams,20,8,12,40.0%,36-41,46.8%,372-396,48.4%,6-10,37.5%,20,79.4%,18.2%,10.2%,2.0%,64.1%,71.8%,48.2%,63.3%,34.1%,48.9%,0.93
Masters,30,14,16,46.7%,33-38,46.5%,358-367,49.4%,9-10,47.4%,30,84.8%,14.8%,8.4%,2.6%,63.3%,73.6%,55.3%,66.9%,32.5%,49.6%,0.98
Other Tours,81,35,46,43.2%,83-105,44.1%,904-971,48.2%,18-20,47.4%,80,81.0%,15.7%,8.9%,2.6%,63.7%,72.3%,50.9%,64.5%,33.4%,49.0%,0.94
Best of 5,20,8,12,40.0%,36-41,46.8%,372-396,48.4%,6-10,37.5%,20,79.4%,18.2%,10.2%,2.0%,64.1%,71.8%,48.2%,63.3%,34.1%,48.9%,0.93
Best of 3,119,55,64,46.2%,129-148,46.6%,1364-1409,49.2%,29-31,48.3%,113,82.1%,15.7%,8.8%,2.7%,63.4%,72.7%,52.2%,65.2%,33.3%,49.3%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,100.0%,0.0%,17.9%,2.6%,70.5%,81.8%,65.2%,76.9%,22.9%,49.1%,0.99
Semi-finals,3,1,2,33.3%,2-4,33.3%,28-35,44.4%,1-1,50.0%,3,86.7%,3.2%,11.9%,1.0%,72.2%,74.3%,46.3%,66.5%,23.1%,46.3%,0.69
Quarter-finals,13,3,10,23.1%,8-20,28.6%,118-152,43.7%,0-1,0.0%,13,79.7%,8.8%,7.7%,2.0%,63.4%,72.4%,50.9%,64.5%,28.0%,46.7%,0.79
vs Righties,113,50,63,44.2%,134-157,46.0%,1430-1498,48.8%,29-33,46.8%,108,81.4%,16.2%,9.1%,2.5%,63.7%,72.2%,50.7%,64.4%,33.4%,49.0%,0.94
vs Lefties,24,11,13,45.8%,27-31,46.6%,278-285,49.4%,5-8,38.5%,24,82.3%,16.2%,9.2%,2.7%,62.6%,73.8%,54.3%,66.5%,33.3%,49.9%,0.99
vs Top 10,19,3,16,15.8%,10-38,20.8%,186-273,40.5%,4-2,66.7%,19,74.6%,6.6%,9.0%,2.6%,63.3%,70.0%,46.9%,61.5%,27.5%,45.1%,0.72
