Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,12,5,7,41.7%,11-11,50.0%,104-96,52.0%,0-4,0.0%,0,,,,,,,,,,,,QF (Leipzig)
1995,14,1,13,7.1%,4-27,12.9%,93-176,34.6%,1-1,50.0%,0,,,,,,,,,,,,R16 (Indian Wells)
1994,39,22,17,56.4%,46-34,57.5%,385-335,53.5%,3-5,37.5%,0,,,,,,,,,,,,W (Quebec City)
1993,47,29,18,61.7%,63-41,60.6%,502-415,54.7%,4-2,66.7%,0,,,,,,,,,,,,F (Quebec City)
1992,53,33,20,62.3%,69-43,61.6%,542-432,55.6%,4-4,50.0%,0,,,,,,,,,,,,SF (6x)
1991,53,36,17,67.9%,74-29,71.8%,521-355,59.5%,3-7,30.0%,0,,,,,,,,,,,,W (Indianapolis)
1990,63,47,16,74.6%,91-35,72.2%,630-408,60.7%,7-3,70.0%,0,,,,,,,,,,,,W (Houston)
1989,45,34,11,75.6%,71-27,72.4%,514-344,59.9%,4-2,66.7%,0,,,,,,,,,,,,W (3x)
1988,53,36,17,67.9%,71-39,64.5%,523-362,59.1%,5-5,50.0%,0,,,,,,,,,,,,W (Indianapolis)
1987,54,38,16,70.4%,77-29,72.6%,548-339,61.8%,4-7,36.4%,0,,,,,,,,,,,,W (2x)
1986,47,26,21,55.3%,55-40,57.9%,448-387,53.7%,6-8,42.9%,0,,,,,,,,,,,,QF (2x)
1985,54,34,20,63.0%,68-39,63.6%,521-458,53.2%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
1984,7,4,3,57.1%,6-7,46.2%,58-60,49.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Zurich)
Career,541,345,196,63.8%,706-401,63.8%,5389-4167,56.4%,47-55,46.1%,0,,,,,,,,,,,,
