Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,24,16,8,66.7%,3,2,1,66.7%,1985,1996,QF,0,,,,,,,,,,
Roland Garros,12,Clay,35,23,12,65.7%,4,4,0,100.0%,1985,1996,QF,0,,,,,,,,,,
Wimbledon,10,Grass,26,16,10,61.5%,3,0,3,0.0%,1985,1995,QF,0,,,,,,,,,,
US Open,10,Hard,31,21,10,67.7%,4,2,2,50.0%,1985,1994,QF,0,,,,,,,,,,
Olympics,2,,4,2,2,50.0%,2,1,1,50.0%,1988,1992,R16,0,,,,,,,,,,
Fed Cup,10,,29,20,9,69.0%,5,4,1,80.0%,1984,1995,,0,,,,,,,,,,
Brighton,9,Carpet,21,12,9,57.1%,4,1,3,25.0%,1985,1995,SF,0,,,,,,,,,,
Key Biscayne,8,Hard,17,9,8,52.9%,9,2,7,22.2%,1985,1996,R16,0,,,,,,,,,,
Hilton Head,7,Clay,16,9,7,56.3%,4,3,1,75.0%,1985,1996,QF,0,,,,,,,,,,
Zurich,6,Hard,17,11,6,64.7%,1,1,0,100.0%,1984,1996,QF,0,,,,,,,,,,
Hamburg,6,Clay,15,9,6,60.0%,1,1,0,100.0%,1990,1995,F,0,,,,,,,,,,
Indianapolis,5,Hard,23,21,2,91.3%,4,3,1,75.0%,1988,1992,W,0,,,,,,,,,,
