Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Helena Sukova [CZE],6,5,54.5%,4,3,1,75.0%,1985,1993,0,,,,,,,,,,
11,Steffi Graf [GER],0,11,0.0%,1,1,0,100.0%,1985,1993,0,,,,,,,,,,
10,Zina Garrison [USA],3,7,30.0%,2,0,2,0.0%,1985,1994,0,,,,,,,,,,
10,Pam Shriver [USA],3,7,30.0%,3,2,1,66.7%,1985,1993,0,,,,,,,,,,
9,Manuela Maleeva Fragniere [SUI],1,8,11.1%,0,0,0,-,1985,1993,0,,,,,,,,,,
9,Gabriela Sabatini [ARG],1,8,11.1%,2,0,2,0.0%,1986,1993,0,,,,,,,,,,
9,Sandra Cecchini [ITA],6,3,66.7%,1,0,1,0.0%,1985,1993,0,,,,,,,,,,
8,Conchita Martinez [ESP],1,7,12.5%,1,0,1,0.0%,1988,1995,0,,,,,,,,,,
8,Gigi Fernandez [USA],7,1,87.5%,2,0,2,0.0%,1985,1994,0,,,,,,,,,,
8,Martina Navratilova [USA],1,7,12.5%,2,0,2,0.0%,1985,1993,0,,,,,,,,,,
7,Arantxa Sanchez Vicario [ESP],2,5,28.6%,0,0,0,-,1988,1995,0,,,,,,,,,,
7,Ann Grossman [USA],5,2,71.4%,2,2,0,100.0%,1988,1994,0,,,,,,,,,,
7,Sabrina Goles [YUG],4,3,57.1%,2,1,1,50.0%,1984,1989,0,,,,,,,,,,
7,Claudia Kohde Kilsch [GER],0,7,0.0%,3,1,2,33.3%,1984,1987,0,,,,,,,,,,
6,Natalia Medvedeva [UKR],4,2,66.7%,1,0,1,0.0%,1989,1996,0,,,,,,,,,,
