Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,221,152,69,68.8%,306-144,68.0%,2264-1601,58.6%,17-22,43.6%,0,,,,,,,,,,,
Clay,177,110,67,62.1%,230-140,62.2%,1781-1419,55.7%,20-14,58.8%,0,,,,,,,,,,,
Grass,31,19,12,61.3%,42-22,65.6%,311-247,55.7%,1-3,25.0%,0,,,,,,,,,,,
Carpet,106,60,46,56.6%,120-92,56.6%,979-874,52.8%,9-15,37.5%,0,,,,,,,,,,,
Grand Slams,113,75,38,66.4%,165-82,66.8%,1245-906,57.9%,7-6,53.8%,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,
Finals,20,11,9,55.0%,21-19,52.5%,165-166,49.8%,2-1,66.7%,0,,,,,,,,,,,
Semi-finals,39,20,19,51.3%,41-41,50.0%,352-362,49.3%,3-4,42.9%,0,,,,,,,,,,,
Quarter-finals,75,38,37,50.7%,76-76,50.0%,653-661,49.7%,7-11,38.9%,0,,,,,,,,,,,
vs Righties,290,155,135,53.4%,320-273,54.0%,2696-2481,52.1%,27-34,44.3%,0,,,,,,,,,,,
vs Lefties,21,10,11,47.6%,21-21,50.0%,151-168,47.3%,2-2,50.0%,0,,,,,,,,,,,
vs Top 10,93,16,77,17.2%,37-150,19.8%,555-1018,35.3%,6-12,33.3%,0,,,,,,,,,,,
