Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,47,24,23,51.1%,58-51,53.2%,511-522,49.5%,8-3,72.7%,46,51.9%,45.1%,1.2%,8.4%,59.1%,59.4%,38.9%,51.0%,48.2%,49.5%,0.98,W (W35 Burnie)
2024,33,22,11,66.7%,48-31,60.8%,391-332,54.1%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2023,34,15,19,44.1%,38-42,47.5%,368-358,50.7%,1-5,16.7%,0,,,,,,,,,,,,QF (6x)
2022,48,31,17,64.6%,64-41,61.0%,511-446,53.4%,6-4,60.0%,3,42.3%,22.2%,1.5%,7.2%,55.4%,50.0%,43.7%,47.2%,37.0%,42.2%,0.70,W (W25 Guayaquil)
2021,47,28,19,59.6%,62-45,57.9%,536-441,54.9%,4-5,44.4%,1,53.3%,53.3%,0.0%,1.1%,63.6%,60.7%,37.5%,52.3%,50.0%,51.1%,1.05,W (W25+H Figueira Da Foz)
2020,16,5,11,31.3%,12-22,35.3%,133-165,44.6%,1-0,100.0%,1,37.5%,12.5%,0.0%,3.2%,75.8%,51.1%,40.0%,48.4%,34.5%,41.9%,0.67,QF (W25 Tarvisio)
2019,59,34,25,57.6%,77-65,54.2%,670-604,52.6%,5-4,55.6%,0,,,,,,,,,,,,W (W25 Perigueux)
2018,44,21,23,47.7%,51-55,48.1%,483-493,49.5%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2017,55,34,21,61.8%,74-53,58.3%,602-544,52.5%,4-3,57.1%,0,,,,,,,,,,,,W (Hammamet $15K)
2016,39,27,12,69.2%,57-27,67.9%,430-322,57.2%,3-3,50.0%,0,,,,,,,,,,,,W (Vinkovci $10K)
2015,27,15,12,55.6%,35-28,55.6%,308-250,55.2%,2-3,40.0%,0,,,,,,,,,,,,F (Valladolid $10K)
2014,4,1,3,25.0%,4-6,40.0%,40-46,46.5%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2013,5,3,2,60.0%,6-7,46.2%,59-62,48.8%,1-0,100.0%,0,,,,,,,,,,,,SF (Sharm El Sheikh 10K)
Career,458,260,198,56.8%,586-473,55.3%,5042-4585,52.4%,43-35,55.1%,51,51.3%,43.8%,1.2%,8.1%,59.3%,58.7%,39.1%,50.8%,47.5%,49.1%,0.96,
