Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Warsaw R32,W vs Saez Larra,1.08,1.65,47.7,2.8,-,59.3%,-,76.0%,60.0%,38.1%
2019 W25 Grodzisk Mazowiecki QF,W vs Strakhova,0.98,2.39,45.0,2.2,-,85.2%,-,78.3%,43.2%,44.4%
2019 W25 Grodzisk Mazowiecki R16,W vs Leykina,1.02,1.16,56.9,4.4,-,47.6%,-,58.3%,57.4%,50.0%
2019 W80 Biarritz R32,L vs Yerolymos,1.04,0.74,48.8,2.0,-,32.1%,-,42.3%,45.5%,44.1%
2019 W100 Contrexeville QF,L vs Eikeri,0.98,0.87,54.1,2.8,-,35.9%,-,41.1%,48.4%,61.7%
2019 W25 Denain R16,L vs Hesse,0.99,0.81,52.2,2.3,-,31.1%,-,61.9%,44.4%,43.9%
2019 W25 Denain R32,W vs Simion,1.15,1.25,42.6,2.0,-,52.4%,-,52.5%,54.5%,48.7%
2019 W25 Perigueux QF,W vs Ene,1.21,2.36,30.2,2.1,-,63.2%,-,72.2%,72.0%,54.2%
2019 W25 Perigueux R16,W vs Bassols Ribera,1.13,1.21,76.1,3.0,-,38.9%,-,62.0%,44.4%,62.8%
2019 W25 Klosters R16,L vs Evtimova,0.86,0.67,43.6,3.6,-,51.7%,-,44.0%,48.3%,30.8%
2019 W60 Saint Gaudens R16,L vs Bogdan,1.28,0.46,36.2,2.1,-,19.0%,-,38.1%,26.3%,25.0%
2019 W25 Santa Margherita Di Pula R16,L vs Scholl,0.84,0.64,47.9,2.4,3.7%,48.1%,0.0%,50.0%,42.9%,34.6%
2019 W25 Santa Margherita Di Pula R32,W vs Bronzetti,1.02,1.31,52.5,2.1,3.2%,54.8%,0.0%,64.3%,54.2%,50.0%
2019 W25 Santa Margherita Di Pula R16,L vs Parrizas Diaz,0.88,0.87,72.0,7.1,0.0%,52.9%,4.3%,55.3%,51.2%,39.0%
2019 W25 Santa Margherita Di Pula R32,W vs Arcangioli,0.94,1.62,46.0,2.1,3.6%,60.7%,0.0%,75.0%,55.6%,57.7%
2019 W25 Calvi R32,L vs Komardina,1.01,0.71,53.1,2.5,0.0%,51.9%,0.0%,34.6%,47.1%,32.3%
2019 W25 Macon R32,L vs Zaja,0.97,0.73,54.6,2.2,0.0%,58.6%,0.0%,42.9%,30.6%,44.1%
2019 W25 Trnava R32,L vs Shinikova,0.93,0.84,66.4,6.3,3.8%,56.6%,3.9%,56.9%,43.4%,34.7%
2019 W60 Andrezieux Boutheon R32,L vs Sanchez,0.84,0.78,55.2,5.7,2.5%,52.5%,0.0%,39.5%,39.5%,61.0%
2019 W25 Petit Bourg Guadeloupe R32,L vs Burrage,0.82,0.68,54.4,2.6,3.3%,53.3%,0.0%,60.7%,32.1%,40.0%
2019 (20 matches),,0.99,0.96,54.0,2.7,1.0%,49.2%,0.6%,54.6%,47.3%,46.5%
2017 (41 matches),,1.02,1.05,57.2,2.8,0.9%,52.2%,0.4%,54.2%,47.8%,48.8%
2016 (20 matches),,1.07,1.13,51.1,2.4,0.9%,54.0%,1.3%,53.8%,48.9%,48.5%
2015 (8 matches),,1.02,1.12,55.6,2.8,0.4%,60.4%,0.0%,55.6%,43.0%,49.4%
2013 (3 matches),,1.08,1.18,76.0,4.2,0.7%,55.3%,0.0%,51.0%,50.0%,52.4%
Career (92 matches),,1.03,1.06,56.0,2.7,0.9%,52.7%,0.6%,54.2%,47.6%,48.4%
