Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Warsaw R32,W vs Saez Larra,63% (5/8),80% (4/5),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2019 W25 Grodzisk Mazowiecki QF,W vs Strakhova,44% (4/9),50% (2/4),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2019 W25 Grodzisk Mazowiecki R16,W vs Leykina,64% (9/14),78% (7/9),1/4,43% (6/14),0% (0/6),3/6,0/0,0/0,0/0,0/0
2019 W80 Biarritz R32,L vs Yerolymos,60% (6/10),50% (3/6),0/4,64% (7/11),14% (1/7),1/2,0/0,0/2,0/0,0/1
2019 W100 Contrexeville QF,L vs Eikeri,67% (12/18),75% (9/12),4/9,67% (14/21),14% (2/14),2/9,0/1,0/6,0/0,0/1
2019 W25 Denain R16,L vs Hesse,42% (5/12),80% (4/5),0/6,67% (8/12),13% (1/8),2/3,0/0,0/1,0/0,0/0
2019 W25 Denain R32,W vs Simion,46% (6/13),100% (6/6),3/5,50% (6/12),17% (1/6),2/5,0/0,0/0,0/0,0/0
2019 W25 Perigueux QF,W vs Ene,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),6/6,2/2,0/0,1/1,0/0
2019 W25 Perigueux R16,W vs Bassols Ribera,50% (8/16),88% (7/8),2/5,50% (9/18),33% (3/9),5/7,2/3,0/1,1/2,0/0
2019 W25 Klosters R16,L vs Evtimova,18% (2/11),100% (2/2),1/4,50% (5/10),0% (0/5),2/2,0/1,0/1,0/0,0/0
2019 W60 Saint Gaudens R16,L vs Bogdan,17% (1/6),0% (0/1),0/4,86% (6/7),0% (0/6),0/0,0/0,0/2,0/0,0/1
2019 W25 Santa Margherita Di Pula R16,L vs Scholl,30% (3/10),100% (3/3),2/5,56% (5/9),0% (0/5),0/3,0/0,2/2,0/0,1/1
2019 W25 Santa Margherita Di Pula R32,W vs Bronzetti,60% (6/10),100% (6/6),0/2,33% (3/9),33% (1/3),3/4,0/0,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R16,L vs Parrizas Diaz,43% (6/14),83% (5/6),1/4,47% (7/15),14% (1/7),2/5,1/1,1/3,0/0,0/1
2019 W25 Santa Margherita Di Pula R32,W vs Arcangioli,75% (6/8),83% (5/6),0/1,38% (3/8),67% (2/3),4/4,1/1,0/0,1/1,0/0
2019 W25 Calvi R32,L vs Komardina,56% (5/9),40% (2/5),1/4,63% (5/8),0% (0/5),0/2,0/0,0/1,0/0,0/0
2019 W25 Macon R32,L vs Zaja,33% (3/9),33% (1/3),1/2,56% (5/9),20% (1/5),1/1,0/0,0/2,0/0,0/1
2019 W25 Trnava R32,L vs Shinikova,33% (5/15),80% (4/5),1/3,43% (6/14),33% (2/6),2/3,0/0,0/1,0/0,0/1
2019 W60 Andrezieux Boutheon R32,L vs Sanchez,82% (9/11),56% (5/9),3/6,58% (7/12),0% (0/7),2/5,1/1,0/1,0/0,0/1
2019 W25 Petit Bourg Guadeloupe R32,L vs Burrage,20% (2/10),100% (2/2),1/4,40% (4/10),0% (0/4),1/2,0/0,1/1,0/0,1/1
2019 (20 matches),,49.8%,76.1%,28.8%,48.7%,15.6%,58.1%,76.9%,16.7%,83.3%,22.2%
2017 (41 matches),,55.8%,81.3%,42.7%,54.4%,20.3%,59.0%,66.7%,48.6%,80.0%,41.7%
2016 (20 matches),,57.1%,87.2%,44.8%,51.4%,22.3%,61.5%,66.7%,50.0%,80.0%,71.4%
2015 (8 matches),,56.1%,78.3%,36.0%,42.7%,20.0%,74.2%,60.0%,40.0%,100.0%,33.3%
2013 (3 matches),,59.5%,88.0%,52.9%,56.1%,26.1%,47.4%,100.0%,100.0%,100.0%,-
Career (92 matches),,54.9%,81.5%,40.2%,51.5%,19.9%,60.0%,69.3%,39.5%,82.8%,41.9%
