Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,2,1,1,50.0%,1,1,0,100.0%,2022,2022,Q2,2,0.91,3.0%,4.2%,64.1%,63.6%,36.7%,53.9%,42.1%,52.4%,44.4%
Roland Garros,9,Clay,11,2,9,18.2%,3,2,1,66.7%,2015,2025,R128,8,0.86,0.2%,7.1%,61.8%,57.0%,37.4%,49.5%,43.4%,42.4%,44.6%
Wimbledon,2,Grass,3,1,2,33.3%,1,1,0,100.0%,2022,2025,Q2,3,0.89,0.9%,8.9%,52.2%,61.5%,43.0%,52.7%,42.1%,50.0%,29.6%
US Open,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2021,2025,Q2,4,0.93,0.3%,9.8%,63.3%,57.1%,35.2%,49.1%,47.3%,56.9%,45.3%
Saint Malo 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2022,2025,R32,4,0.97,0.3%,12.3%,61.5%,61.5%,32.0%,50.2%,48.6%,59.6%,45.8%
Prague,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2020,R128,2,0.66,1.4%,2.8%,66.4%,53.7%,39.6%,49.0%,33.9%,62.5%,50.0%
Limoges,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2015,2019,R32,3,0.88,0.6%,3.8%,63.3%,52.0%,48.3%,50.6%,43.5%,26.7%,36.4%
