Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W60 Warsaw R32,W vs Saez Larra,80% (8/10),67% (4/6),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki QF,W vs Strakhova,91% (10/11),50% (2/4),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki R16,W vs Leykina,67% (8/12),64% (7/11),1/1,1/1,33% (3/9),0/1,0/0,- (0/0),- (0/0)
2019 W80 Biarritz R32,L vs Yerolymos,50% (1/2),30% (3/10),0/0,0/0,50% (6/12),1/3,1/2,- (0/0),- (0/0)
2019 W100 Contrexeville QF,L vs Eikeri,31% (4/13),50% (9/18),1/2,0/0,33% (6/18),1/4,1/2,40% (2/5),83% (5/6)
2019 W25 Denain R16,L vs Hesse,42% (5/12),57% (4/7),1/1,0/0,61% (11/18),1/3,1/2,- (0/0),- (0/0)
2019 W25 Denain R32,W vs Simion,64% (7/11),55% (6/11),2/2,1/1,50% (5/10),3/3,0/0,67% (6/9),44% (4/9)
2019 W25 Perigueux QF,W vs Ene,46% (6/13),40% (6/15),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Perigueux R16,W vs Bassols Ribera,71% (10/14),88% (7/8),2/2,1/1,54% (7/13),0/1,0/0,- (0/0),- (0/0)
2019 W25 Klosters R16,L vs Evtimova,57% (4/7),100% (2/2),0/0,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2019 W60 Saint Gaudens R16,L vs Bogdan,33% (1/3),0% (0/2),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Scholl,80% (4/5),75% (3/4),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Bronzetti,58% (7/12),35% (6/17),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Parrizas Diaz,64% (9/14),56% (5/9),1/1,0/0,50% (6/12),2/4,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Arcangioli,100% (7/7),71% (5/7),2/2,1/1,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2019 W25 Calvi R32,L vs Komardina,43% (3/7),25% (2/8),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2019 W25 Macon R32,L vs Zaja,83% (5/6),25% (1/4),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2019 W25 Trnava R32,L vs Shinikova,53% (10/19),36% (4/11),1/1,0/0,56% (5/9),1/3,1/2,50% (3/6),33% (2/6)
2019 W60 Andrezieux Boutheon R32,L vs Sanchez,36% (5/14),38% (5/13),1/2,0/0,22% (2/9),1/3,1/2,- (0/0),- (0/0)
2019 W25 Petit Bourg Guadeloupe R32,L vs Burrage,86% (6/7),100% (2/2),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 (20 matches),,60.3%,49.1%,83.3%,88.9%,46.2%,32.5%,33.3%,55.0%,52.4%
2017 (41 matches),,55.1%,47.8%,55.2%,64.9%,52.9%,43.2%,45.2%,56.7%,58.6%
2016 (20 matches),,51.4%,52.2%,64.3%,66.7%,52.9%,51.4%,63.6%,64.3%,23.1%
2015 (8 matches),,52.4%,58.1%,41.7%,62.5%,51.7%,50.0%,70.0%,81.3%,37.5%
2013 (3 matches),,53.3%,55.0%,66.7%,60.0%,55.3%,75.0%,100.0%,37.5%,75.0%
Career (92 matches),,55.0%,50.1%,59.5%,67.5%,51.5%,45.2%,51.2%,60.2%,49.4%
