Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
06-May-2019,W60 Luan,Hard,F,293,234,(6) Xinyun Han [CHN] d. Duan,4-6 6-2 6-2,,,,,,,,
01-Aug-2016,Nanchang,Hard,F,163,106,Duan d. (6) Vania King [USA],1-6 6-4 6-2,1.01,7.6%,6.7%,60.0%,63.5%,38.1%,12/17,2:02
19-Oct-2015,Suzhou $50K,Hard,F,114,189,Kai Lin Zhang [CHN] d. (5) Duan,1-6 6-3 6-4,,,,,,,,
20-Jul-2015,Zhengzhou $25K,Hard,F,113,125,(2) Yafan Wang [CHN] d. (1) Duan,6-4 6-4,,,,,,,,
13-Jul-2015,Tianjin $25K,Hard,F,116,108,(2) Duan d. (1) Qiang Wang [CHN],4-6 7-6(2) 3-0 RET,,,,,,,,
01-Sep-2014,Suzhou,Hard,F,163,100,(4) Anna Lena Friedsam [GER] d. Duan,6-1 6-3,0.51,0.0%,5.8%,71.2%,59.5%,33.3%,1/5,
08-Oct-2012,Suzhou 100K,Hard,F,149,31,(1) Su Wei Hsieh [TPE] d. (6) Duan,6-2 6-2,,,,,,,,
28-May-2012,Gimcheon 25K,Hard,F,345,181,Duan d. (1) Chanel Simmonds [RSA],6-2 6-1,,,,,,,,
21-May-2012,Changwon 25K,Hard,F,341,257,Duan d. (2) Ling Zhang [HKG],6-4 6-3,,,,,,,,
29-Jun-2009,Xiamen 25K,Hard,F,628,250,(4) Shuai Zhang [CHN] d. (WC) Duan,6-2 6-1,,,,,,,,
