Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,16,9,7,56.3%,3,1,2,33.3%,2013,2019,R32,14,1.06,3.8%,4.0%,65.3%,64.2%,47.0%,58.2%,44.2%,59.7%,50.9%
Roland Garros,3,Clay,3,0,3,0.0%,0,0,0,-,2015,2018,R128,2,0.59,2.5%,6.2%,56.8%,43.5%,25.7%,35.8%,37.7%,45.0%,18.8%
Wimbledon,4,Grass,13,8,5,61.5%,2,1,1,50.0%,2015,2018,R64,5,0.92,4.4%,3.4%,72.3%,68.8%,44.9%,62.2%,34.8%,59.5%,37.0%
US Open,6,Hard,19,13,6,68.4%,6,3,3,50.0%,2012,2017,R64,14,1.09,3.9%,5.3%,65.1%,66.0%,46.4%,59.2%,44.5%,60.5%,43.7%
Shenzhen,7,Hard,10,2,8,20.0%,2,2,0,100.0%,2012,2020,R16,10,0.84,5.3%,5.3%,65.3%,61.1%,36.1%,52.4%,39.9%,50.0%,44.4%
Tianjin,6,Hard,10,4,6,40.0%,4,1,3,25.0%,2014,2019,QF,5,0.81,5.1%,2.0%,66.8%,64.4%,43.5%,57.5%,34.5%,60.0%,36.8%
Kuala Lumpur,5,Hard,13,8,5,61.5%,2,1,1,50.0%,2013,2017,QF,13,1.11,5.5%,3.9%,66.0%,69.5%,51.4%,63.3%,40.9%,58.1%,45.6%
Nanchang,5,Hard,11,7,4,63.6%,3,1,2,33.3%,2014,2018,W,8,1.04,4.3%,6.9%,64.8%,65.3%,41.0%,56.8%,44.7%,58.3%,44.4%
Beijing,5,Hard,5,0,5,0.0%,2,2,0,100.0%,2010,2018,R64,3,0.69,4.5%,3.3%,73.6%,55.8%,32.3%,49.6%,34.9%,59.1%,43.8%
Guangzhou,4,Hard,6,2,4,33.3%,3,1,2,33.3%,2011,2019,R16,5,0.94,1.9%,4.7%,65.5%,63.5%,46.8%,57.8%,39.8%,57.1%,51.9%
