Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,82,35,47,42.7%,83-106,43.9%,868-941,48.0%,11-14,44.0%,76,66.9%,30.3%,4.2%,4.9%,65.7%,64.3%,42.4%,56.8%,41.1%,49.1%,0.95
Clay,4,0,4,0.0%,0-8,0.0%,14-49,22.2%,0-1,0.0%,4,22.7%,17.4%,2.2%,7.0%,58.9%,45.0%,27.6%,37.8%,34.7%,36.2%,0.56
Grass,10,4,6,40.0%,9-13,40.9%,102-113,47.4%,1-1,50.0%,10,73.2%,24.7%,4.9%,3.6%,72.7%,66.1%,43.9%,60.0%,36.7%,49.0%,0.92
Grand Slams,20,7,13,35.0%,18-29,38.3%,204-245,45.4%,3-2,60.0%,20,65.5%,31.3%,3.1%,4.1%,66.1%,62.9%,44.9%,56.8%,40.7%,48.7%,0.94
Premiers,9,2,7,22.2%,5-14,26.3%,71-101,41.3%,0-2,0.0%,9,64.0%,22.7%,3.2%,4.4%,70.8%,63.1%,35.4%,55.0%,35.4%,46.1%,0.79
Internationals,61,28,33,45.9%,65-76,46.1%,655-689,48.7%,8-10,44.4%,55,67.0%,30.6%,4.7%,5.0%,65.3%,64.9%,42.2%,57.0%,40.9%,49.2%,0.95
Finals,1,1,0,100.0%,2-1,66.7%,13-12,52.0%,0-0,-,1,61.5%,41.7%,7.6%,6.7%,60.0%,63.5%,38.1%,53.3%,47.1%,50.9%,1.01
Semi-finals,2,1,1,50.0%,2-2,50.0%,21-23,47.7%,1-1,50.0%,2,66.7%,28.6%,3.5%,6.3%,75.4%,64.5%,28.6%,55.6%,41.2%,48.3%,0.93
Quarter-finals,6,2,4,33.3%,6-8,42.9%,61-72,45.9%,0-1,0.0%,5,70.0%,23.1%,2.8%,2.5%,65.7%,66.2%,45.0%,59.0%,35.9%,47.6%,0.87
vs Righties,89,35,54,39.3%,84-117,41.8%,897-1015,46.9%,12-14,46.2%,83,65.2%,29.2%,4.3%,4.9%,66.1%,63.7%,41.5%,56.2%,40.4%,48.4%,0.92
vs Lefties,7,4,3,57.1%,8-10,44.4%,87-88,49.7%,0-2,0.0%,7,74.7%,30.8%,3.5%,3.9%,68.5%,67.4%,47.5%,61.1%,40.6%,51.1%,1.04
vs Top 10,13,0,13,0.0%,5-26,16.1%,98-179,35.4%,1-1,50.0%,13,50.9%,22.1%,2.9%,4.1%,67.3%,59.6%,32.0%,50.6%,36.5%,43.9%,0.74
