Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,9.3%,3.7%,70.4%,60.5%,43.8%,55.6%,24.5%,40.8%,0.55,R32 (Shenzhen)
2019,5,1,4,20.0%,3-9,25.0%,51-71,41.8%,1-3,25.0%,5,65.5%,20.0%,1.5%,3.3%,63.1%,63.3%,40.8%,55.0%,37.1%,46.3%,0.83,R16 (Hua Hin)
2018,16,5,11,31.3%,15-23,39.5%,161-182,46.9%,0-3,0.0%,16,65.1%,29.8%,5.6%,5.2%,68.0%,64.9%,36.1%,55.7%,40.8%,48.3%,0.92,R16 (3x)
2017,32,14,18,43.8%,31-40,43.7%,323-367,46.8%,6-5,54.5%,32,65.6%,31.4%,3.8%,4.5%,68.4%,62.6%,43.2%,56.4%,41.0%,48.9%,0.94,SF (Zhengzhou)
2016,15,8,7,53.3%,17-18,48.6%,167-169,49.7%,1-1,50.0%,15,68.2%,29.9%,4.7%,5.2%,65.8%,65.7%,42.3%,57.7%,41.2%,49.8%,0.97,W (Nanchang)
2015,13,6,7,46.2%,15-16,48.4%,144-149,49.1%,2-1,66.7%,9,67.4%,29.5%,4.6%,5.4%,63.4%,69.0%,42.8%,59.4%,39.8%,49.6%,0.98,QF (2x)
2014,7,2,5,28.6%,5-10,33.3%,65-74,46.8%,0-2,0.0%,5,-,-,2.0%,5.1%,60.6%,60.0%,45.0%,54.1%,39.6%,47.2%,0.86,R16 (2x)
2013,5,2,3,40.0%,4-7,36.4%,47-63,42.7%,2-0,100.0%,5,-,-,5.3%,4.4%,63.7%,61.1%,44.7%,55.2%,41.1%,48.1%,0.92,R16 (2x)
2012,2,1,1,50.0%,2-2,50.0%,19-16,54.3%,0-1,0.0%,2,-,-,2.5%,5.7%,63.9%,67.9%,50.0%,61.5%,40.0%,50.6%,1.04,R16 (Guangzhou)
Career,96,39,57,40.6%,92-127,42.0%,984-1103,47.1%,12-16,42.9%,90,66.2%,29.4%,4.2%,4.8%,66.3%,64.0%,42.0%,56.6%,40.4%,48.7%,0.93,
