Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Hua Hin R16,L vs Golubic,3.5,3.7,3.2,54.3%,43.2%,16.7%,75.0%,50.6%,0.8%,12.0,10.3,-2.0,-1.7
2018 Shenzhen R16,L vs Halep,3.3,3.2,3.5,43.7%,39.0%,38.5%,100.0%,43.1%,4.5%,-5.0,-6.1,-2.5,-2.4
2017 Tianjin R16,L vs Sabalenka,2.7,2.8,2.6,45.8%,44.4%,0.0%,50.0%,45.9%,5.0%,8.5,18.9,-2.5,-4.4
2017 Eastbourne R32,L vs Halep,3.2,3.1,3.2,46.6%,45.0%,50.0%,25.0%,55.0%,5.3%,11.5,10.6,1.5,1.7
2017 Zhengzhou R32,W vs Plipuech,3.2,2.7,3.7,63.0%,92.3%,50.0%,-,55.1%,0.0%,27.0,46.6,7.5,16.0
2017 Miami R128,W vs Siegemund,3.8,3.5,4.1,51.9%,56.3%,44.4%,71.4%,41.2%,3.2%,7.0,6.7,5.0,3.4
2017 Australian Open R32,L vs Williams,3.1,3.4,2.7,37.9%,30.4%,50.0%,0.0%,43.6%,4.8%,-2.0,-4.2,-6.0,-10.2
2016 Nanchang F,W vs King,3.5,3.7,3.2,49.5%,52.0%,53.3%,60.0%,55.6%,2.7%,11.0,8.0,6.5,6.1
2013 US Open R128,L vs Wozniacki,3.7,3.9,3.6,44.7%,46.4%,50.0%,37.5%,63.3%,1.2%,-6.5,-4.6,4.0,4.9
Career (9 matches),,3.4,3.4,3.4,48.2%,49.5%,40.9%,55.9%,50.8%,3.1%,7.1,7.6,1.3,1.4
