Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Hua Hin R16,L vs Golubic,20.5%,34.9%,45.3%,22.2%,40.7%,50.0%,33.3%,54.5%,33.3%,18.5%,25.9%,36.4%,81.8%,50.0%,66.7%,-21
2018 Shenzhen R16,L vs Halep,27.6%,31.6%,37.3%,36.2%,40.4%,43.3%,59.1%,56.0%,50.0%,16.0%,20.0%,28.6%,25.0%,53.8%,100.0%,40
2017 Tianjin R16,L vs Sabalenka,29.7%,35.1%,31.4%,32.0%,38.0%,35.3%,41.7%,46.2%,75.0%,26.1%,30.4%,23.5%,25.0%,66.7%,100.0%,-54
2017 Eastbourne R32,L vs Halep,25.2%,34.0%,43.3%,30.6%,38.9%,46.0%,48.6%,43.2%,37.5%,19.0%,33.3%,35.3%,42.9%,57.1%,100.0%,52
2017 Zhengzhou R32,W vs Plipuech,41.7%,55.6%,60.0%,50.0%,59.1%,63.6%,50.0%,60.0%,0.0%,30.8%,53.8%,55.6%,60.0%,62.5%,-,-18
2017 Miami R128,W vs Siegemund,22.5%,29.6%,43.8%,22.9%,33.3%,48.6%,60.9%,52.0%,0.0%,31.3%,31.3%,27.3%,50.0%,70.0%,100.0%,131
2017 Australian Open R32,L vs Williams,19.6%,29.4%,28.9%,25.8%,35.5%,26.1%,50.0%,40.0%,20.0%,11.8%,23.5%,33.3%,12.5%,22.2%,33.3%,-4
2016 Nanchang F,W vs King,17.1%,30.5%,47.5%,27.0%,44.4%,50.0%,62.5%,35.5%,40.0%,2.9%,11.4%,44.1%,37.5%,42.1%,50.0%,-91
2013 US Open R128,L vs Wozniacki,4.6%,20.0%,44.9%,7.9%,31.6%,48.6%,33.3%,47.1%,44.4%,0.0%,7.1%,35.7%,0.0%,33.3%,0.0%,-119
Career (9 matches),,22.3%,32.4%,42.1%,27.5%,39.5%,45.5%,49.5%,47.5%,39.1%,16.2%,24.6%,35.6%,38.5%,51.3%,66.7%,41
