Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Warsaw R32,W vs Masarova,70% (7/10),46% (6/13),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R64,L vs Riske Amritraj,45% (5/11),25% (2/8),1/2,0/0,54% (7/13),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Siniakova,62% (8/13),56% (5/9),2/5,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2022 W60 Prague F,W vs Gorgodze,62% (8/13),63% (5/8),2/3,1/2,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2019 W60 Warsaw SF,W vs Kan,78% (7/9),100% (5/5),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki SF,W vs Piter,67% (6/9),67% (6/9),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grodzisk Mazowiecki R16,W vs Kubka,60% (9/15),45% (5/11),2/7,1/4,20% (1/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Bytom SF,W vs Lodikova,60% (6/10),86% (6/7),2/6,1/2,82% (9/11),0/0,0/0,- (0/0),- (0/0)
2019 W60 Stare Splavy R32,W vs Errani,43% (6/14),86% (6/7),2/3,1/1,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2019 W25 Essen QF,L vs Benoit,33% (2/6),21% (3/14),0/0,0/0,50% (7/14),0/2,0/1,- (0/0),- (0/0)
2019 W25 Essen R16,W vs Tomova,36% (5/14),70% (7/10),2/5,1/1,86% (12/14),0/0,0/0,- (0/0),- (0/0)
2019 W25 Sunderland QF,L vs Andrei,57% (8/14),56% (5/9),1/1,0/0,46% (6/13),2/4,0/1,- (0/0),- (0/0)
2019 W25 Sunderland R16,W vs Manasse,56% (10/18),26% (5/19),2/9,1/2,69% (11/16),0/1,0/0,57% (4/7),57% (4/7)
2019 W25 Sunderland R32,W vs Stojanovic,53% (8/15),25% (4/16),2/3,1/2,50% (3/6),4/4,0/0,80% (8/10),30% (3/10)
2019 W25 Bolton QF,L vs Diatchenko,67% (4/6),45% (5/11),0/0,0/0,30% (3/10),1/3,1/2,- (0/0),- (0/0)
2019 W25 Bolton R16,W vs Ponchet,88% (7/8),45% (5/11),2/2,1/1,67% (4/6),0/0,0/0,60% (3/5),67% (4/6)
2019 W25 Altenkirchen SF,L vs Zanevska,50% (4/8),50% (3/6),0/0,0/0,0% (0/6),0/2,0/1,50% (3/6),33% (2/6)
2019 W25 Altenkirchen QF,W vs Rubini,80% (8/10),40% (4/10),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Altenkirchen R16,W vs Cengiz,67% (8/12),36% (4/11),2/3,1/2,82% (9/11),0/0,0/0,- (0/0),- (0/0)
2017 Zawada Near Opole $25K SF,L vs Piter,60% (6/10),14% (1/7),0/0,0/0,40% (2/5),2/4,1/2,50% (3/6),33% (2/6)
2022 (4 matches),,59.6%,47.4%,58.3%,50.0%,59.4%,0.0%,0.0%,-,-
2019 (15 matches),,58.3%,46.8%,50.0%,57.9%,57.7%,43.8%,20.0%,64.3%,44.8%
2017 (12 matches),,59.7%,42.7%,66.7%,70.0%,54.0%,50.0%,54.5%,50.0%,43.8%
2016 (10 matches),,57.9%,48.2%,60.9%,50.0%,53.5%,56.0%,68.8%,0.0%,25.0%
Career (41 matches),,58.8%,46.2%,56.9%,57.8%,55.7%,49.3%,54.5%,54.3%,42.9%
