Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Warsaw R32,W vs Masarova,14,23,0.6,10.6%,17.4%,14,21,0.7,11.1%,16.7%,5.6%,4.8%,0.6,17.4%,29.5%
2022 Wimbledon R64,L vs Riske Amritraj,18,25,0.7,11.8%,16.4%,18,22,0.8,12.3%,15.1%,9.6%,2.7%,1.1,25.7%,22.4%
2022 Wimbledon R128,W vs Siniakova,17,25,0.7,15.0%,22.1%,17,22,0.8,15.9%,20.6%,9.3%,6.5%,0.4,12.4%,31.0%
2022 W60 Prague F,W vs Gorgodze,18,22,0.8,13.8%,16.9%,17,21,0.8,13.4%,16.5%,6.3%,7.1%,0.6,16.9%,30.8%
Career (4 matches),,67,95,0.7,12.7%,18.0%,66,86,0.8,13.0%,17.0%,7.7%,5.1%,0.7,18.6%,28.1%
