Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,6,4,60.0%,15-9,62.5%,125-82,60.4%,1-2,33.3%,10,63.1%,58.4%,0.2%,2.8%,70.0%,56.8%,53.8%,55.9%,53.9%,54.9%,1.22,SF (Oeiras 125 Indoor 1)
2025,33,21,12,63.6%,46-27,63.0%,372-279,57.1%,3-2,60.0%,31,65.7%,47.9%,0.5%,2.9%,71.9%,59.5%,49.3%,56.6%,48.8%,52.8%,1.13,W (Montreux 125)
2024,55,39,16,70.9%,81-40,66.9%,626-465,57.4%,6-5,54.5%,11,64.9%,47.7%,0.3%,5.5%,68.8%,61.8%,46.8%,57.1%,49.3%,53.2%,1.15,W (3x)
2023,36,18,18,50.0%,39-37,51.3%,358-347,50.8%,5-3,62.5%,4,72.3%,35.4%,1.8%,2.4%,66.8%,61.6%,53.2%,58.8%,44.0%,51.2%,1.07,SF (Kozerki 125)
2022,45,32,13,71.1%,67-26,72.0%,510-355,59.0%,5-5,50.0%,6,60.6%,41.4%,0.6%,2.2%,71.4%,54.9%,51.7%,54.0%,46.3%,50.2%,1.01,W (2x)
2021,17,9,8,52.9%,18-15,54.5%,152-144,51.4%,3-3,50.0%,0,,,,,,,,,,,,SF (W25 Grenoble)
2020,5,2,3,40.0%,5-5,50.0%,45-44,50.6%,0-1,0.0%,2,58.8%,58.8%,0.0%,4.1%,61.9%,56.7%,59.5%,57.7%,51.2%,54.0%,1.21,R16 (W25 Altenkirchen)
2019,38,29,9,76.3%,59-23,72.0%,446-318,58.4%,6-2,75.0%,0,,,,,,,,,,,,W (3x)
2018,22,12,10,54.5%,28-22,56.0%,241-222,52.1%,1-3,25.0%,0,,,,,,,,,,,,SF (Warsaw $25K)
2017,17,11,6,64.7%,21-15,58.3%,177-145,55.0%,2-2,50.0%,0,,,,,,,,,,,,F (Wirral $15K)
2016,13,7,6,53.8%,16-14,53.3%,138-126,52.3%,1-1,50.0%,0,,,,,,,,,,,,SF (Brno $10K)
Career,291,186,105,63.9%,395-233,62.9%,3190-2527,55.8%,33-29,53.2%,64,65.0%,48.2%,0.5%,3.2%,70.5%,59.0%,50.5%,56.5%,49.0%,52.8%,1.13,
