Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 Warsaw R32,W vs Masarova,70% (7/10),86% (6/7),1/3,50% (5/10),40% (2/5),4/6,2/2,1/1,1/1,0/0
2022 Wimbledon R64,L vs Riske Amritraj,27% (3/11),67% (2/3),0/6,73% (8/11),25% (2/8),1/2,1/1,0/0,0/0,0/0
2022 Wimbledon R128,W vs Siniakova,67% (6/9),83% (5/6),0/1,22% (2/9),50% (1/2),2/3,0/1,0/0,0/1,0/0
2022 W60 Prague F,W vs Gorgodze,60% (6/10),83% (5/6),1/3,36% (4/11),25% (1/4),2/4,1/1,0/0,1/1,0/0
2019 W60 Warsaw SF,W vs Kan,63% (5/8),100% (5/5),0/1,22% (2/9),50% (1/2),4/4,1/1,0/0,1/1,0/0
2019 W25 Grodzisk Mazowiecki SF,W vs Piter,88% (7/8),86% (6/7),2/2,25% (2/8),0% (0/2),2/4,0/2,0/0,0/1,0/0
2019 W25 Grodzisk Mazowiecki R16,W vs Kubka,38% (5/13),100% (5/5),1/3,33% (5/15),20% (1/5),3/3,0/0,0/0,0/0,0/0
2019 W25 Bytom SF,W vs Lodikova,86% (6/7),100% (6/6),2/2,63% (5/8),60% (3/5),4/6,2/2,0/0,1/1,0/0
2019 W60 Stare Splavy R32,W vs Errani,67% (6/9),100% (6/6),2/3,44% (4/9),25% (1/4),3/5,1/1,0/0,0/0,0/0
2019 W25 Essen QF,L vs Benoit,50% (5/10),60% (3/5),3/6,90% (9/10),22% (2/9),0/3,0/0,1/1,0/0,0/0
2019 W25 Essen R16,W vs Tomova,100% (7/7),100% (7/7),2/2,71% (5/7),60% (3/5),5/6,1/1,0/0,0/0,0/0
2019 W25 Sunderland QF,L vs Andrei,36% (5/14),100% (5/5),2/6,53% (8/15),13% (1/8),2/4,0/0,1/2,0/0,0/1
2019 W25 Sunderland R16,W vs Manasse,67% (10/15),50% (5/10),1/5,40% (6/15),17% (1/6),5/5,1/2,2/2,0/0,0/0
2019 W25 Sunderland R32,W vs Stojanovic,50% (5/10),80% (4/5),0/3,27% (3/11),0% (0/3),3/4,1/1,2/2,0/0,0/0
2019 W25 Bolton QF,L vs Diatchenko,64% (7/11),71% (5/7),3/5,73% (8/11),13% (1/8),2/5,0/0,1/3,0/0,1/2
2019 W25 Bolton R16,W vs Ponchet,67% (6/9),83% (5/6),0/2,33% (3/9),33% (1/3),4/5,1/1,1/1,1/1,0/0
2019 W25 Altenkirchen SF,L vs Zanevska,33% (3/9),100% (3/3),2/5,60% (6/10),0% (0/6),2/3,0/0,2/3,0/0,2/2
2019 W25 Altenkirchen QF,W vs Rubini,44% (4/9),100% (4/4),1/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2019 W25 Altenkirchen R16,W vs Cengiz,56% (5/9),80% (4/5),1/2,50% (5/10),60% (3/5),3/4,2/2,0/0,1/1,0/0
2017 Zawada Near Opole $25K SF,L vs Piter,40% (4/10),25% (1/4),0/3,44% (4/9),25% (1/4),1/1,0/0,2/2,0/0,1/1
2022 (4 matches),,55.0%,81.8%,15.4%,46.3%,31.6%,60.0%,80.0%,100.0%,66.7%,-
2019 (15 matches),,58.1%,84.9%,44.9%,46.5%,24.7%,69.2%,80.0%,71.4%,83.3%,60.0%
2017 (12 matches),,53.9%,75.8%,38.9%,44.4%,23.1%,69.0%,72.7%,76.9%,50.0%,50.0%
2016 (10 matches),,66.0%,77.1%,48.8%,54.6%,22.0%,64.4%,66.7%,37.5%,66.7%,40.0%
Career (41 matches),,58.7%,80.0%,41.7%,48.0%,24.1%,67.1%,75.0%,66.7%,66.7%,50.0%
