Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,1,2,33.3%,2-5,28.6%,26-36,41.9%,0-0,-,3,64.5%,19.4%,8.7%,6.0%,52.8%,69.6%,41.7%,56.4%,35.9%,46.6%,0.82
Clay,5,1,4,20.0%,5-11,31.3%,70-89,44.0%,2-1,66.7%,5,72.7%,15.2%,5.7%,3.3%,64.4%,68.8%,45.2%,60.3%,32.6%,47.1%,0.82
Grand Slams,3,1,2,33.3%,3-8,27.3%,49-63,43.8%,1-1,50.0%,3,70.9%,16.4%,6.5%,3.7%,64.0%,64.5%,50.0%,59.3%,32.6%,46.9%,0.80
Masters,2,1,1,50.0%,2-2,50.0%,14-18,43.8%,0-0,-,2,56.3%,31.3%,9.8%,6.3%,53.6%,66.7%,38.5%,53.6%,39.8%,47.0%,0.86
Other Tours,3,0,3,0.0%,2-6,25.0%,33-44,42.9%,1-0,100.0%,3,75.7%,10.3%,5.3%,3.7%,59.6%,77.4%,38.4%,61.6%,32.2%,47.0%,0.84
Best of 5,3,1,2,33.3%,3-8,27.3%,49-63,43.8%,1-1,50.0%,3,70.9%,16.4%,6.5%,3.7%,64.0%,64.5%,50.0%,59.3%,32.6%,46.9%,0.80
Best of 3,5,1,4,20.0%,4-8,33.3%,47-62,43.1%,1-0,100.0%,5,69.8%,16.4%,6.7%,4.5%,57.7%,74.3%,38.4%,59.1%,34.5%,47.0%,0.84
vs Righties,8,2,6,25.0%,7-16,30.4%,96-125,43.4%,2-1,66.7%,8,70.4%,16.4%,6.6%,4.1%,60.9%,69.0%,43.9%,59.2%,33.6%,47.0%,0.82
vs Top 10,3,0,3,0.0%,0-7,0.0%,17-42,28.8%,0-0,-,3,55.2%,3.3%,3.7%,3.7%,66.3%,58.9%,44.4%,54.0%,23.7%,39.6%,0.51
