Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Cincinnati R64,L vs Sinner,0.0%,-,4.8%,25.0%,6.3%,8.3%,0.0%,3.8%,0.0%,0.0%,-,-7,-42
2025 Roland Garros R64,L vs Musetti,6.3%,80.0%,21.0%,61.8%,9.2%,13.7%,15.4%,5.8%,0.0%,0.7%,0.0%,-72,-74
2025 Roland Garros R128,W vs Royer,3.3%,33.3%,9.3%,63.6%,14.2%,18.0%,7.4%,3.0%,0.0%,2.1%,38.5%,-70,-48
2024 Cagliari CH SF,L vs Musetti,0.0%,-,6.8%,57.1%,6.2%,6.3%,0.0%,0.0%,0.0%,1.0%,0.0%,-135,-115
2024 Australian Open R128,W vs Kubler,1.1%,50.0%,11.1%,64.3%,13.9%,16.3%,16.7%,4.3%,10.5%,0.4%,66.7%,-66,-51
2023 Wimbledon R16,L vs Sinner,0.0%,-,8.8%,36.8%,17.4%,19.0%,0.0%,2.7%,0.0%,2.8%,28.6%,18,62
2023 Wimbledon R128,W vs Nishioka,1.3%,100.0%,6.7%,63.6%,12.2%,26.1%,0.0%,5.6%,14.3%,1.3%,100.0%,-44,-1
2023 Madrid R128,L vs Bublik,0.0%,-,18.5%,63.8%,21.6%,32.3%,16.7%,6.3%,10.0%,3.1%,55.6%,-4,1
2022 San Diego QF,L vs Nakashima,0.0%,-,12.3%,73.7%,18.3%,37.5%,0.0%,10.0%,22.2%,1.2%,33.3%,-12,-9
2022 US Open R64,W vs Thompson,1.8%,33.3%,10.1%,51.6%,6.8%,9.1%,5.6%,6.2%,10.7%,0.0%,-,-69,-58
2021 Davis Cup Finals RR,L vs Sinner,0.0%,-,11.7%,50.0%,7.4%,5.9%,0.0%,5.7%,33.3%,0.0%,-,-107,-96
2021 Acapulco R32,L vs Ruud,0.0%,-,7.4%,71.4%,9.5%,0.0%,0.0%,3.5%,0.0%,0.0%,-,-20,-41
2021 Delray Beach R16,L vs Hurkacz,0.0%,-,9.6%,55.6%,9.7%,9.1%,66.7%,1.8%,0.0%,0.0%,-,-26,-7
2020 Lima CH F,W vs Tirante,0.0%,-,4.4%,71.4%,17.8%,14.7%,9.1%,7.8%,42.9%,0.0%,-,-43,-57
2019 Houston R16,W vs Johnson,4.2%,100.0%,10.7%,91.7%,25.4%,47.1%,28.6%,0.0%,0.0%,1.3%,100.0%,4,-15
Career (15 matches),,1.4%,57.9%,10.7%,61.2%,12.7%,17.1%,9.8%,4.5%,10.8%,0.9%,44.4%,-53,-40
