Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),243,226,231,1532,219,1498,207,1504,167,1493,,,,
2025,152,405,186,1582,183,1533,163,1549,143,1518,,,,
2024,126,473,172,1596,169,1538,151,1570,109,1561,,,,
2023,93,676,130,1637,161,1543,118,1612,82,1592,,,,
2022,67,741,95,1709,105,1628,85,1661,106,1565,,,,
2021,120,618,202,1555,198,1497,164,1546,181,1465,,,,
2020,115,599,111,1652,143,1544,83,1655,,,906,30,,
2019,191,263,214,1533,280,1414,152,1540,179,1453,716,45,,
2018,221,224,259,1468,279,1384,189,1491,200,1424,607,15,,
2017,297,166,340,1348,327,1317,305,1332,,,311,182,,
2016,376,118,373,1223,340,1273,354,1172,,,1085,23,,
2015,427,99,,,,,,,,,675,75,,
2014,1049,10,,,,,,,,,1243,16,,
2013,943,13,,,,,,,,,1548,8,,
