Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Cincinnati R64,L vs Sinner,3.3,3.5,2.9,38.2%,6.3%,40.0%,33.3%,57.8%,16.3%,-3.0,-5.7,-7.0,-19.4
2025 Roland Garros R64,L vs Musetti,4.9,5.2,4.6,45.9%,45.1%,35.3%,25.0%,63.5%,16.1%,8.0,4.3,-6.5,-7.0
2025 Roland Garros R128,W vs Royer,4.3,4.6,3.9,57.7%,44.2%,41.5%,35.9%,59.5%,16.7%,32.5,9.8,-14.0,-7.3
2024 Cagliari CH SF,L vs Musetti,6.5,6.3,6.7,41.0%,42.1%,47.1%,35.7%,49.8%,6.7%,-1.0,-0.7,-11.0,-7.9
2024 Australian Open R128,W vs Kubler,4.8,4.7,4.8,48.2%,52.3%,51.3%,52.6%,46.0%,5.0%,24.0,7.2,-5.0,-1.4
2023 Wimbledon R16,L vs Sinner,3.1,3.3,2.9,47.2%,28.8%,60.0%,66.7%,49.6%,12.8%,0.5,0.5,-19.0,-17.6
2023 Wimbledon R128,W vs Nishioka,3.6,3.6,3.7,58.0%,56.4%,60.0%,40.0%,46.0%,8.7%,6.5,6.4,1.0,0.9
2023 Madrid R128,L vs Bublik,3.2,3.4,2.9,48.1%,50.0%,50.0%,66.7%,59.4%,13.8%,22.5,15.2,-4.0,-4.1
2022 San Diego QF,L vs Nakashima,4.2,4.2,4.2,47.1%,44.7%,55.0%,66.7%,53.9%,9.2%,10.5,8.0,3.0,2.9
2022 US Open R64,W vs Thompson,5.0,4.8,5.1,51.8%,45.9%,51.9%,48.1%,57.4%,7.1%,-1.0,-0.3,3.0,1.3
2021 Davis Cup Finals RR,L vs Sinner,5.8,6.2,5.4,31.0%,55.0%,50.0%,31.6%,62.0%,9.3%,2.0,1.3,1.0,1.1
2021 Acapulco R32,L vs Ruud,4.8,4.9,4.8,42.6%,22.7%,57.1%,25.0%,55.5%,4.7%,-6.0,-5.7,-7.5,-9.3
2021 Delray Beach R16,L vs Hurkacz,4.2,4.5,3.9,40.4%,36.7%,30.0%,14.3%,46.3%,8.0%,-2.5,-3.4,-12.0,-15.2
2020 Lima CH F,W vs Tirante,5.2,5.5,5.0,52.7%,56.8%,51.9%,60.0%,66.1%,5.1%,37.0,16.5,3.5,3.2
2019 Houston R16,W vs Johnson,3.5,3.6,3.4,55.1%,69.0%,40.0%,50.0%,57.6%,6.3%,10.0,13.0,3.0,5.0
Career (15 matches),,4.4,4.5,4.2,49.3%,45.7%,48.5%,44.0%,55.3%,9.2%,9.3,5.6,-4.8,-3.8
