Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Cincinnati R64,L vs Sinner,100% (2/2),0% (0/1),0/0,0/0,62% (8/13),1/3,0/1,- (0/0),- (0/0)
2025 Roland Garros R64,L vs Musetti,70% (7/10),14% (1/7),0/0,0/0,50% (6/12),1/4,0/1,- (0/0),- (0/0)
2025 Roland Garros R128,W vs Royer,51% (21/41),58% (7/12),3/5,1/1,68% (13/19),8/10,0/0,58% (7/12),38% (5/13)
2024 Wimbledon R128,L vs Griekspoor,81% (13/16),- (0/0),0/0,0/0,78% (7/9),0/3,0/1,60% (3/5),0% (0/5)
2024 Cagliari CH SF,L vs Musetti,57% (4/7),100% (1/1),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2023 US Open R128,L vs Evans,50% (11/22),0% (0/2),0/0,0/0,50% (4/8),4/7,1/2,- (0/0),- (0/0)
2023 Wimbledon R16,L vs Sinner,63% (12/19),20% (1/5),0/0,0/0,85% (17/20),3/6,2/3,60% (3/5),17% (1/6)
2023 Wimbledon R32,W vs Ymer,61% (17/28),77% (10/13),3/3,1/1,68% (15/22),1/3,0/0,60% (6/10),27% (3/11)
2023 Wimbledon R64,W vs Otte,75% (18/24),25% (3/12),3/4,1/2,0% (0/2),0/1,0/0,80% (4/5),60% (3/5)
2023 Wimbledon R128,W vs Nishioka,57% (12/21),100% (6/6),3/6,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2023 Madrid R128,L vs Bublik,71% (15/21),20% (1/5),1/8,0/0,33% (1/3),11/13,7/8,68% (15/22),33% (7/21)
2022 San Diego QF,L vs Nakashima,92% (11/12),100% (2/2),1/1,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2022 US Open R32,L vs Davidovich Fokina,58% (15/26),40% (4/10),1/3,0/0,54% (7/13),1/4,0/1,- (0/0),- (0/0)
2022 US Open R64,W vs Thompson,43% (17/40),55% (6/11),3/6,1/3,50% (6/12),1/3,0/0,- (0/0),- (0/0)
2022 US Open R128,W vs Tsitsipas,60% (15/25),39% (7/18),3/12,1/9,78% (7/9),1/2,0/0,- (0/0),- (0/0)
2022 Wimbledon R32,L vs Nakashima,47% (9/19),0% (0/1),0/0,0/0,75% (12/16),1/4,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Koepfer,64% (14/22),83% (5/6),3/4,1/2,40% (2/5),0/0,0/0,100% (4/4),75% (3/4)
2021 Davis Cup RR,L vs Sinner,60% (3/5),100% (2/2),0/0,0/0,14% (1/7),1/3,1/2,- (0/0),- (0/0)
2021 Wimbledon R64,L vs Sonego,67% (12/18),57% (4/7),1/1,0/0,25% (2/8),2/5,1/2,60% (3/5),0% (0/5)
2021 Wimbledon R128,W vs Coria,67% (18/27),43% (6/14),3/5,1/2,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2025 (3 matches),,56.6%,40.0%,60.0%,100.0%,61.4%,58.8%,0.0%,58.3%,38.5%
2024 (2 matches),,73.9%,100.0%,-,-,62.5%,16.7%,0.0%,60.0%,0.0%
2023 (6 matches),,63.0%,48.8%,47.6%,75.0%,68.3%,63.3%,76.9%,66.7%,32.6%
2022 (6 matches),,56.3%,50.0%,42.3%,21.4%,57.6%,26.7%,0.0%,100.0%,75.0%
2021 (6 matches),,63.7%,53.1%,66.7%,50.0%,45.6%,23.5%,37.5%,54.5%,10.0%
Career (68 matches),,61.4%,43.3%,54.8%,55.6%,59.6%,48.1%,48.6%,69.8%,29.3%
