Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,57,22,35,38.6%,62-85,42.2%,663-741,47.2%,10-5,66.7%,53,72.4%,20.8%,6.1%,2.0%,63.1%,67.7%,46.7%,60.0%,36.4%,48.5%,0.91
Clay,66,27,39,40.9%,74-95,43.8%,789-846,48.3%,14-13,51.9%,65,74.3%,21.3%,5.8%,2.0%,62.1%,67.9%,49.4%,60.9%,37.0%,49.2%,0.95
Grass,11,6,5,54.5%,16-18,47.1%,172-177,49.3%,3-4,42.9%,10,79.1%,20.5%,7.0%,2.2%,63.2%,71.8%,48.5%,63.2%,34.3%,49.3%,0.93
Grand Slams,27,12,15,44.4%,40-58,40.8%,456-501,47.6%,7-6,53.8%,26,72.9%,22.0%,5.9%,1.9%,62.6%,67.2%,47.9%,60.0%,36.7%,48.8%,0.92
Masters,16,4,12,25.0%,12-25,32.4%,164-205,44.4%,3-5,37.5%,16,69.8%,19.8%,5.3%,2.1%,62.2%,68.8%,41.9%,58.6%,36.8%,47.7%,0.89
Other Tours,77,30,47,39.0%,78-101,43.6%,830-915,47.6%,16-11,59.3%,75,75.1%,19.3%,6.1%,2.1%,62.6%,68.7%,49.4%,61.5%,35.9%,49.0%,0.93
Best of 5,28,12,16,42.9%,42-61,40.8%,477-526,47.6%,7-6,53.8%,27,73.0%,21.8%,5.9%,1.9%,62.4%,67.4%,47.3%,59.8%,36.4%,48.6%,0.91
Best of 3,106,43,63,40.6%,110-137,44.5%,1147-1238,48.1%,20-16,55.6%,101,74.5%,20.6%,6.2%,2.1%,62.7%,68.6%,48.7%,61.1%,36.6%,49.1%,0.94
Semi-finals,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-0,-,2,60.0%,10.5%,5.0%,4.1%,55.4%,71.6%,40.7%,57.9%,30.7%,44.7%,0.73
Quarter-finals,6,2,4,33.3%,7-9,43.8%,70-82,46.1%,2-0,100.0%,6,74.3%,17.1%,5.9%,2.0%,62.2%,65.8%,50.5%,60.0%,34.6%,47.9%,0.86
vs Righties,119,49,70,41.2%,129-175,42.4%,1397-1541,47.5%,25-19,56.8%,113,73.8%,20.3%,6.2%,2.1%,62.5%,68.1%,48.8%,60.9%,36.3%,48.8%,0.93
vs Lefties,15,6,9,40.0%,23-23,50.0%,227-223,50.4%,2-3,40.0%,15,75.8%,25.1%,5.5%,1.6%,63.5%,68.9%,44.7%,60.1%,37.6%,49.6%,0.94
vs Top 10,8,1,7,12.5%,3-18,14.3%,66-116,36.3%,0-1,0.0%,7,61.7%,12.9%,5.3%,2.8%,63.3%,61.9%,43.5%,55.2%,30.9%,43.8%,0.69
