Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),650,53,319,1446,297,1413,283,1412,,,,,,
2025,557,71,318,1446,301,1413,279,1412,,,,,,
2024,259,210,263,1489,268,1433,230,1456,,,1145,25,,
2023,861,21,,,,,,,,,,,,
2021,1450,3,,,,,,,,,,,,
2020,1267,4,,,,,,,,,1592,6,,
2019,973,10,,,,,,,,,1157,16,,
2018,437,21,,,,,,,,,581,18,,
2017,690,31,,,,,,,,,1055,24,,
2011,1853,1,,,,,,,,,864,33,,
2010,1288,2,,,,,,,,,1335,6,,
2009,1597,1,,,,,,,,,,,,
