Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Oeiras 1 CH R32,W vs Bertrand,32.6%,43.5%,72.4%,38.7%,42.3%,50.0%,73.3%,53.1%,30.0%,50.0%,-,22.2%,38.9%,71.4%,72
2024 Curitiba CH R16,L vs Alves,29.3%,42.4%,52.9%,32.4%,42.3%,51.9%,50.0%,48.3%,81.5%,40.0%,100.0%,15.6%,33.3%,55.3%,-15
2024 Curitiba CH R32,W vs Rocha,17.1%,34.1%,64.7%,26.3%,22.2%,37.0%,52.4%,36.3%,78.6%,53.8%,-,7.1%,28.6%,84.6%,-79
2024 Campinas CH R16,L vs Ugo Carabelli,23.7%,28.8%,50.0%,26.3%,30.6%,38.9%,64.0%,34.7%,38.9%,55.6%,66.7%,13.6%,13.6%,31.6%,-13
2024 Campinas CH R32,W vs Dutra Da Silva,24.4%,34.9%,42.9%,31.4%,32.6%,45.7%,54.8%,45.7%,65.2%,43.5%,83.3%,15.8%,23.7%,31.3%,-3
2024 Tiburon CH QF,L vs Basavareddy,16.4%,18.2%,33.3%,19.5%,25.0%,28.6%,47.6%,31.1%,58.3%,37.5%,100.0%,8.7%,8.7%,19.0%,-37
2024 Antofagasta CH R16,L vs De Jong,12.8%,17.0%,60.0%,18.7%,11.1%,18.5%,50.0%,21.5%,56.3%,45.5%,66.7%,15.8%,15.8%,75.0%,-3
2024 Bogota CH QF,W vs Ficovich,26.7%,46.7%,66.7%,38.9%,30.3%,45.5%,69.6%,47.0%,64.3%,26.3%,0.0%,16.7%,50.0%,60.0%,-79
2024 Acapulco CH Q1,W vs Zhu,20.8%,27.1%,56.8%,22.9%,21.4%,28.6%,54.5%,25.0%,75.0%,45.0%,0.0%,21.1%,26.3%,60.0%,-3
Career (9 matches),,23.4%,33.3%,53.6%,28.7%,30.0%,39.9%,56.6%,39.3%,62.7%,43.5%,70.6%,15.2%,25.7%,50.0%,9
