Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Oeiras 1 CH R32,W vs Bertrand,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2024 Curitiba CH R16,L vs Alves,25% (4/16),75% (3/4),1/2,29% (5/17),40% (2/5),3/3,1/2,2/3,0/1,0/1
2024 Curitiba CH R32,W vs Rocha,63% (5/8),100% (5/5),0/1,13% (1/8),0% (0/1),3/3,0/0,0/0,0/0,0/0
2024 Campinas CH R32,W vs Dutra Da Silva,45% (5/11),100% (5/5),1/2,60% (6/10),67% (4/6),4/4,1/2,0/0,0/0,0/0
2024 Tiburon CH QF,L vs Basavareddy,33% (3/9),67% (2/3),1/4,78% (7/9),14% (1/7),1/2,0/0,1/3,0/0,0/1
2024 Antofagasta CH R16,L vs De Jong,11% (1/9),0% (0/1),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/1
2024 Bogota CH QF,W vs Ficovich,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2024 Acapulco CH Q1,W vs Zhu,75% (6/8),83% (5/6),2/2,33% (3/9),33% (1/3),2/4,1/1,0/0,1/1,0/0
2019 M15 Cancun R16,L vs Hidalgo,25% (2/8),0% (0/2),0/3,71% (5/7),20% (1/5),0/0,0/0,1/2,0/0,1/1
2019 M15 Cancun R32,W vs Romero Estrada,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),5/5,2/2,0/0,1/1,0/0
2019 M25 Calabasas CA QF,L vs Baird,43% (6/14),50% (3/6),0/2,46% (6/13),50% (3/6),3/3,1/1,1/2,0/0,1/1
2019 M25 Calabasas CA R16,W vs Fawcett,44% (4/9),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2019 M25 Calabasas CA R32,W vs Peniston,44% (4/9),75% (3/4),0/1,20% (2/10),50% (1/2),2/2,1/2,0/0,1/2,0/0
2019 M15 Tucson AZ F,L vs Redlicki,40% (4/10),50% (2/4),1/2,40% (4/10),0% (0/4),2/2,0/0,0/2,0/0,0/1
2019 M15 Tucson AZ SF,W vs Strode,60% (6/10),67% (4/6),2/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2019 M15 Tucson AZ R16,W vs Boyer,50% (5/10),60% (3/5),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2019 M15 Tucson AZ R32,W vs Freund,57% (8/14),63% (5/8),0/3,38% (5/13),40% (2/5),3/4,1/1,0/0,0/0,0/0
2019 M15 Palmanova R32,L vs Madaras,38% (5/13),40% (2/5),0/2,17% (2/12),0% (0/2),1/1,0/0,1/1,0/0,1/1
2018 Winston-Salem Q1,L vs Andreozzi,38% (5/13),60% (3/5),1/5,54% (7/13),29% (2/7),3/3,1/1,2/2,0/0,1/1
2017 USA F11 QF,L vs Klahn,9% (1/11),0% (0/1),0/1,9% (1/11),0% (0/1),0/0,0/0,3/3,0/0,1/1
2025 (1 matches),,37.5%,100.0%,-,0.0%,-,100.0%,100.0%,-,100.0%,-
2024 (7 matches),,40.6%,85.7%,38.5%,37.1%,34.6%,85.0%,71.4%,50.0%,66.7%,0.0%
2019 (10 matches),,47.6%,61.2%,20.0%,31.0%,38.7%,92.3%,90.9%,42.9%,80.0%,75.0%
2018 (1 matches),,38.5%,60.0%,20.0%,53.8%,28.6%,100.0%,100.0%,100.0%,-,100.0%
2017 (1 matches),,9.1%,0.0%,0.0%,9.1%,0.0%,-,-,100.0%,-,100.0%
Career (20 matches),,42.2%,69.8%,26.5%,32.0%,35.4%,90.2%,85.0%,60.0%,77.8%,55.6%
