Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Oeiras 1 CH R32,W vs Bertrand,80.0%,55.0%,4.0%,1/1,2.48,0.0%,74.2%,56.5%,3.2%,2.43,0.0%,94.4%,52.9%,5.6%,2.54,0.0%
2024 Curitiba CH R16,L vs Alves,58.4%,46.2%,6.7%,1/5,2.24,17.6%,51.4%,50.0%,2.9%,2.18,30.0%,84.2%,37.5%,21.1%,2.28,7.9%
2024 Curitiba CH R32,W vs Rocha,68.1%,68.8%,4.3%,2/0,2.19,2.9%,60.9%,57.1%,0.0%,2.29,4.8%,90.0%,77.8%,10.0%,2.04,0.0%
2024 Campinas CH R16,L vs Ugo Carabelli,79.2%,50.8%,2.6%,0/2,2.26,6.8%,70.8%,47.1%,2.1%,2.22,12.0%,96.4%,55.6%,3.6%,2.32,0.0%
2024 Campinas CH R32,W vs Dutra Da Silva,70.6%,56.3%,4.4%,1/2,2.10,7.9%,78.6%,63.6%,7.1%,2.08,16.1%,78.8%,50.0%,3.0%,2.13,0.0%
2024 Tiburon CH QF,L vs Basavareddy,71.4%,47.5%,16.1%,4/5,2.20,4.8%,69.0%,50.0%,10.3%,2.10,4.8%,80.0%,45.0%,24.0%,2.31,4.8%
2024 Antofagasta CH R16,L vs De Jong,74.2%,44.9%,0.0%,0/0,1.90,10.0%,63.2%,41.7%,0.0%,1.85,12.5%,89.3%,48.0%,0.0%,1.97,6.3%
2024 Bogota CH QF,W vs Ficovich,74.3%,57.7%,2.9%,0/1,2.02,21.2%,71.4%,66.7%,0.0%,1.96,26.1%,84.6%,45.5%,7.7%,2.15,10.0%
2024 Acapulco CH Q1,W vs Zhu,77.0%,61.7%,1.6%,0/1,2.18,8.1%,80.5%,54.5%,0.0%,2.05,9.1%,93.3%,78.6%,6.7%,2.37,6.7%
Career (9 matches),,71.9%,53.4%,4.7%,34.6%,2.17,9.5%,67.2%,52.9%,2.7%,2.12,14.2%,87.4%,54.0%,8.5%,2.23,3.9%
