Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 W75 Trnava R16,W vs Bondar,1.12,1.86,35.6,2.1,0.0%,64.3%,8.0%,76.0%,48.3%,51.7%
2024 W75 Trnava Q1,W vs Zhabrailova,1.15,1.94,40.9,2.0,13.8%,82.8%,4.0%,64.0%,43.3%,44.4%
2023 W100 Dubai F,W vs Hartono,1.01,1.36,50.2,2.0,11.4%,71.4%,0.0%,45.5%,50.0%,60.6%
2019 W25 Khimki SF,L vs Lansere,0.91,0.63,42.1,2.2,3.2%,54.8%,0.0%,43.3%,36.7%,33.3%
2019 W25 Khimki QF,W vs Gracheva,1.07,1.32,57.9,2.2,2.4%,65.9%,2.8%,58.3%,47.1%,45.5%
2019 W25 Khimki R16,W vs Sugnaux,1.14,1.29,55.0,2.1,5.4%,59.5%,0.0%,54.3%,39.5%,57.9%
2019 W25 Khimki R32,W vs Pepelyaeva,1.05,1.74,42.9,2.0,3.6%,75.0%,0.0%,64.0%,50.0%,50.0%
2019 W25 Kazan R32,L vs Radwanska,0.80,0.69,47.7,2.5,0.0%,56.7%,0.0%,40.0%,43.8%,43.3%
2019 W15 Shymkent QF,L vs Zakharova,1.03,0.83,67.2,5.7,3.9%,54.9%,2.1%,46.8%,40.5%,37.8%
2019 W15 Shymkent R16,W vs Palkina,1.08,1.60,43.0,2.1,-,64.5%,-,64.3%,56.0%,50.0%
2019 W15 Shymkent SF,W vs Dmitrichenko,1.02,1.37,52.2,2.4,6.3%,71.9%,0.0%,44.8%,57.6%,53.1%
2019 W15 Shymkent R32,W vs Karimjanova,1.06,1.71,41.4,2.1,-,64.3%,-,66.7%,57.7%,54.2%
2024 (2 matches),,1.14,1.90,38.2,2.1,7.0%,73.7%,6.0%,70.0%,45.8%,48.2%
2023 (1 matches),,1.01,1.36,50.2,2.0,11.4%,71.4%,0.0%,45.5%,50.0%,60.6%
2019 (9 matches),,1.02,1.14,51.4,2.3,2.9%,62.5%,0.7%,53.0%,46.9%,47.1%
Career (12 matches),,1.04,1.24,49.3,2.3,4.2%,64.8%,1.4%,54.7%,47.0%,48.5%
