Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 ITF Trnava R16,W vs Bondar,77.6%,62.2%,0.0%,0/0,2.31,16.7%,71.0%,45.5%,0.0%,2.31,35.3%,88.5%,78.3%,0.0%,2.31,0.0%
2024 ITF Trnava Q1,W vs Zhabrailova,57.9%,63.6%,0.0%,0/0,2.03,28.6%,51.4%,73.7%,0.0%,1.74,52.6%,87.5%,50.0%,0.0%,2.36,0.0%
2023 ITF Dubai F,W vs Hartono,73.1%,63.3%,9.0%,3/3,2.14,10.9%,79.1%,58.8%,4.7%,2.22,20.8%,83.3%,73.3%,22.2%,2.05,0.0%
2022 Roland Garros Q1,L vs Cepede Royg,78.4%,54.1%,0.0%,0/0,2.32,6.1%,77.4%,56.9%,0.0%,2.41,9.8%,89.2%,48.5%,0.0%,2.17,0.0%
Career (4 matches),,73.3%,59.1%,2.0%,50.0%,2.21,13.7%,71.8%,57.9%,1.0%,2.22,24.8%,87.6%,61.2%,4.1%,2.21,0.0%
