Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,2,7,22.2%,8-16,33.3%,104-131,44.3%,3-1,75.0%,9,77.4%,9.5%,10.7%,3.9%,59.1%,72.4%,52.2%,64.2%,31.4%,47.9%,0.88
Clay,17,5,12,29.4%,19-33,36.5%,242-260,48.2%,0-5,0.0%,17,77.3%,20.1%,5.5%,2.8%,61.4%,68.9%,49.9%,61.5%,35.2%,48.6%,0.92
Grass,1,0,1,0.0%,2-3,40.0%,26-25,51.0%,0-1,0.0%,1,84.0%,20.0%,15.7%,5.0%,56.4%,79.7%,55.7%,69.3%,34.7%,50.3%,1.13
Grand Slams,9,3,6,33.3%,16-22,42.1%,180-186,49.2%,2-2,50.0%,9,81.1%,16.6%,9.8%,3.7%,58.9%,72.3%,54.4%,65.0%,33.5%,49.6%,0.96
Masters,4,0,4,0.0%,1-8,11.1%,35-55,38.9%,0-2,0.0%,4,63.6%,15.9%,4.2%,1.3%,59.8%,60.8%,45.6%,54.7%,34.1%,44.6%,0.75
Other Tours,14,4,10,28.6%,12-22,35.3%,157-175,47.3%,1-3,25.0%,14,77.9%,17.6%,6.2%,3.3%,62.5%,71.3%,48.6%,62.7%,34.7%,48.4%,0.93
Best of 5,9,3,6,33.3%,16-22,42.1%,180-186,49.2%,2-2,50.0%,9,81.1%,16.6%,9.8%,3.7%,58.9%,72.3%,54.4%,65.0%,33.5%,49.6%,0.96
Best of 3,18,4,14,22.2%,13-30,30.2%,192-230,45.5%,1-5,16.7%,18,74.9%,17.2%,5.7%,2.9%,61.8%,68.9%,47.8%,60.9%,34.5%,47.6%,0.88
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,1,62.5%,26.7%,8.5%,1.7%,60.2%,62.0%,40.4%,53.4%,39.4%,46.8%,0.85
Quarter-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,0-0,-,1,90.9%,27.3%,8.5%,0.0%,57.7%,73.2%,60.0%,67.6%,38.4%,52.8%,1.18
vs Righties,23,6,17,26.1%,24-44,35.3%,310-353,46.8%,2-6,25.0%,23,77.9%,16.2%,7.1%,3.3%,61.0%,70.8%,50.7%,63.0%,34.2%,48.5%,0.92
vs Lefties,4,1,3,25.0%,5-8,38.5%,62-63,49.6%,1-1,50.0%,4,77.0%,21.0%,9.9%,2.9%,57.8%,68.3%,52.0%,61.4%,33.8%,48.4%,0.88
vs Top 10,3,0,3,0.0%,2-8,20.0%,39-58,40.2%,0-0,-,3,68.8%,12.2%,7.7%,1.5%,61.9%,67.0%,40.7%,57.0%,33.2%,45.3%,0.77
