Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Roland Garros R128,L vs Alcaraz,14% (2/14),0% (0/2),0/4,46% (6/13),33% (2/6),0/0,0/0,3/3,0/0,1/1
2022 Umag SF,L vs Alcaraz,47% (7/15),57% (4/7),1/5,50% (8/16),25% (2/8),2/3,0/0,0/1,0/0,0/1
2022 Roland Garros R128,L vs Hurkacz,0% (0/16),- (0/0),0/4,38% (6/16),33% (2/6),0/0,0/0,1/1,0/0,0/0
2020 Sardinia R32,L vs Sonego,20% (2/10),50% (1/2),0/3,50% (5/10),40% (2/5),1/1,0/0,1/1,0/0,1/1
2019 Cordenons CH R64,L vs Brkic,11% (1/9),0% (0/1),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,1/1
2019 Manerbio CH R32,L vs King,20% (2/10),0% (0/2),0/2,36% (4/11),25% (1/4),0/0,0/0,1/2,0/0,1/1
2019 M25 Pontedera F,L vs Dalla Valle,17% (2/12),0% (0/2),0/0,17% (2/12),50% (1/2),0/0,0/0,1/2,0/0,1/2
2019 M25 Pontedera QF,W vs Chazal,45% (9/20),67% (6/9),2/5,33% (7/21),14% (1/7),3/4,2/4,3/3,0/0,3/3
2019 M25 Pontedera R16,W vs Balzerani,55% (6/11),83% (5/6),1/2,36% (4/11),50% (2/4),4/5,2/3,1/1,1/1,0/0
2019 Francavilla Al Mare CH R32,W vs Koepfer,53% (8/15),75% (6/8),1/3,43% (6/14),33% (2/6),3/5,1/1,1/2,0/0,0/0
2019 Francavilla Al Mare CH R64,W vs Barranco Cosano,75% (6/8),100% (6/6),1/2,50% (4/8),50% (2/4),3/5,1/1,0/0,0/0,0/0
2019 Barletta CH R32,L vs Kokkinakis,20% (3/15),33% (1/3),0/2,20% (3/15),33% (1/3),0/0,0/0,2/2,0/0,1/1
2019 Barletta CH R64,W vs Tresca,83% (5/6),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2019 M25 Santa Margherita Di Pula R32,L vs Heyman,20% (2/10),50% (1/2),0/3,33% (3/9),0% (0/3),0/1,0/0,2/2,0/0,1/1
2019 Bergamo CH R64,L vs Galovic,13% (2/15),100% (2/2),1/3,29% (4/14),25% (1/4),1/2,1/1,2/2,0/0,1/1
2025 (1 matches),,14.3%,0.0%,0.0%,46.2%,33.3%,-,-,100.0%,-,100.0%
2022 (2 matches),,22.6%,57.1%,11.1%,43.8%,28.6%,66.7%,-,50.0%,-,0.0%
2020 (1 matches),,20.0%,50.0%,0.0%,50.0%,40.0%,100.0%,-,100.0%,-,100.0%
2019 (11 matches),,35.1%,69.6%,25.0%,32.1%,31.0%,69.2%,72.7%,77.8%,100.0%,90.0%
Career (15 matches),,30.6%,64.9%,17.5%,36.0%,31.3%,70.0%,72.7%,79.2%,100.0%,84.6%
