Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,6,3,3,50.0%,2018,2026,R16,14,1.03,5.4%,5.8%,60.6%,68.9%,44.4%,59.2%,41.9%,63.8%,50.0%
Roland Garros,6,Clay,12,6,6,50.0%,4,3,1,75.0%,2020,2025,R32,12,0.94,2.6%,4.5%,63.7%,58.3%,41.2%,52.1%,44.9%,56.2%,41.2%
Wimbledon,4,Grass,12,8,4,66.7%,3,2,1,66.7%,2021,2025,R16,12,1.08,5.4%,5.9%,56.6%,67.4%,49.6%,59.7%,43.5%,61.4%,48.9%
US Open,5,Hard,13,8,5,61.5%,1,0,1,0.0%,2019,2025,R16,13,1.05,4.8%,4.2%,57.8%,61.0%,47.5%,55.3%,46.9%,54.5%,53.9%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2024,2024,R32,2,1.17,3.3%,4.4%,64.4%,69.0%,31.3%,55.6%,52.1%,38.5%,50.0%
Miami,7,Hard,13,6,7,46.2%,4,1,3,25.0%,2019,2026,R32,12,0.99,4.0%,4.5%,60.7%,68.3%,49.2%,60.8%,38.6%,54.2%,38.6%
Indian Wells,6,Hard,11,5,6,45.5%,3,2,1,66.7%,2021,2026,R32,11,0.96,3.0%,6.3%,54.5%,64.9%,48.1%,57.2%,41.1%,58.1%,48.6%
Doha,3,Hard,5,2,3,40.0%,3,0,3,0.0%,2024,2026,R32,5,1.06,1.6%,4.5%,61.9%,66.8%,39.2%,56.3%,46.2%,59.5%,46.8%
Hobart,3,Hard,9,5,4,55.6%,1,0,1,0.0%,2023,2026,QF,9,0.99,2.7%,4.7%,61.6%,63.2%,51.5%,58.7%,40.8%,51.8%,42.0%
Auckland,3,Hard,8,5,3,62.5%,3,0,3,0.0%,2023,2026,F,8,1.02,5.3%,3.6%,64.8%,67.7%,43.2%,59.1%,41.9%,60.6%,36.9%
Tokyo,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2022,2025,R16,4,0.90,4.4%,3.8%,62.1%,64.6%,43.0%,56.4%,39.0%,51.4%,52.2%
