Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,19,18,51.4%,41-44,48.2%,402-413,49.3%,2-6,25.0%,36,67.6%,32.0%,5.1%,4.7%,64.3%,65.3%,44.3%,57.8%,42.3%,50.0%,1.00
Clay,5,1,4,20.0%,3-8,27.3%,46-63,42.2%,0-1,0.0%,5,59.3%,25.9%,3.1%,5.6%,58.8%,60.6%,42.0%,52.9%,41.1%,47.2%,0.87
Grass,8,5,3,62.5%,11-6,64.7%,92-74,55.4%,1-1,50.0%,8,79.5%,31.7%,6.7%,4.5%,60.3%,73.3%,51.5%,64.6%,43.1%,53.7%,1.22
Grand Slams,9,5,4,55.6%,11-10,52.4%,106-104,50.5%,0-1,0.0%,9,65.7%,35.6%,6.5%,5.0%,63.5%,63.6%,45.8%,57.1%,42.7%,50.3%,0.99
Premiers,7,4,3,57.1%,9-6,60.0%,75-62,54.7%,0-1,0.0%,7,71.0%,39.7%,5.1%,3.4%,60.2%,69.8%,49.4%,61.7%,46.1%,53.8%,1.20
Internationals,22,14,8,63.6%,29-22,56.9%,253-240,51.3%,2-2,50.0%,22,73.2%,30.3%,5.8%,4.8%,63.0%,68.7%,45.2%,60.0%,42.4%,50.8%,1.06
Finals,2,0,2,0.0%,1-4,20.0%,23-30,43.4%,0-2,0.0%,2,76.0%,15.4%,5.1%,3.2%,61.1%,69.8%,49.2%,61.8%,38.0%,48.8%,0.99
Semi-finals,4,2,2,50.0%,5-5,50.0%,49-50,49.5%,0-0,-,4,66.0%,32.7%,5.3%,7.0%,62.0%,67.0%,39.2%,56.4%,41.9%,49.6%,0.96
Quarter-finals,5,4,1,80.0%,6-3,66.7%,48-36,57.1%,0-0,-,5,73.9%,42.6%,4.9%,3.8%,64.2%,68.2%,52.6%,62.6%,48.2%,54.3%,1.29
vs Righties,47,23,24,48.9%,50-55,47.6%,496-512,49.2%,3-7,30.0%,46,68.7%,30.5%,5.1%,4.8%,62.8%,65.6%,45.8%,58.3%,41.9%,50.1%,1.00
vs Lefties,3,2,1,66.7%,5-3,62.5%,44-38,53.7%,0-1,0.0%,3,67.5%,41.5%,5.6%,4.8%,66.3%,70.3%,35.7%,58.6%,46.7%,52.2%,1.13
vs Top 10,6,2,4,33.3%,4-8,33.3%,55-61,47.4%,0-2,0.0%,5,70.7%,26.2%,4.4%,2.6%,64.2%,69.3%,43.9%,60.2%,38.1%,49.6%,0.96
