Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Doha R32,L vs Rybakina,0.97,0.65,53.0,2.1,0.0%,59.5%,2.7%,45.9%,34.5%,28.0%
2026 Australian Open R32,W vs Noskova,1.24,1.33,58.0,2.5,8.3%,55.6%,5.7%,71.4%,41.9%,36.7%
2026 Hobart R32,W vs Gibson,1.23,1.76,37.5,2.3,12.5%,78.1%,3.6%,53.6%,39.1%,56.5%
2026 Auckland F,L vs Svitolina,0.89,0.86,64.6,2.2,8.6%,62.9%,6.1%,69.7%,38.1%,27.5%
2025 Wimbledon R64,L vs Sonmez,0.90,0.80,62.4,3.3,4.7%,48.8%,5.1%,59.0%,43.6%,39.5%
2025 Berlin F,L vs Vondrousova,0.87,0.87,69.7,3.8,4.3%,59.6%,2.4%,57.1%,40.0%,44.0%
2025 Berlin R16,W vs Gauff,1.06,1.58,47.4,2.4,3.4%,65.5%,0.0%,68.0%,46.7%,53.6%
2025 Indian Wells R32,L vs Pegula,0.94,0.58,42.6,2.4,4.5%,36.4%,0.0%,45.0%,32.1%,40.7%
2025 Dubai R64,L vs Parks,0.90,0.65,49.3,2.2,3.2%,61.3%,3.4%,55.2%,31.0%,28.6%
2025 Doha R64,L vs Avanesyan,0.89,0.92,91.6,13.1,1.5%,49.3%,1.5%,58.5%,51.8%,43.1%
2024 Tokyo R32,L vs Kenin,0.95,0.46,47.6,2.2,2.8%,55.6%,5.6%,50.0%,24.0%,21.7%
2024 Wuhan SF,L vs Zheng,0.99,0.75,59.0,2.3,0.0%,57.6%,0.0%,35.5%,40.6%,40.0%
2024 US Open R64,L vs Putintseva,0.94,0.81,60.6,2.2,0.0%,48.9%,2.4%,50.0%,38.1%,50.0%
2024 US Open R128,W vs Rodionova,1.05,1.19,65.5,7.3,7.8%,49.0%,2.2%,63.0%,48.9%,51.1%
2024 Wimbledon R16,L vs Svitolina,1.00,0.47,37.8,2.0,3.8%,57.7%,8.3%,33.3%,24.0%,27.3%
2024 Wimbledon R32,W vs Dart,1.14,1.14,76.6,9.3,0.0%,56.9%,0.0%,47.9%,49.1%,45.3%
2024 Wimbledon R64,W vs Pegula,0.99,1.17,68.0,2.6,3.8%,66.0%,4.2%,52.1%,41.8%,54.9%
2024 Wimbledon R128,W vs Tomova,1.08,1.27,56.8,3.0,4.8%,61.9%,8.1%,62.2%,36.7%,53.3%
2024 Rome R128,W vs Yuan,0.88,1.24,59.3,4.8,4.9%,68.3%,0.0%,57.1%,51.7%,51.7%
2024 Miami R128,W vs Baptiste,1.03,1.54,51.8,2.7,8.6%,74.3%,10.0%,76.7%,40.6%,32.1%
2026 (4 matches),,1.06,1.03,54.5,2.3,7.1%,63.6%,4.5%,60.2%,38.4%,35.6%
2025 (6 matches),,0.92,0.87,66.0,3.1,3.3%,53.6%,2.3%,57.7%,42.2%,41.9%
2024 (11 matches),,1.01,0.99,60.5,2.9,3.5%,58.8%,3.9%,53.6%,41.2%,44.4%
2023 (11 matches),,1.03,0.97,57.1,2.7,3.3%,52.6%,2.2%,51.2%,45.3%,45.3%
2022 (3 matches),,0.82,0.76,57.2,3.0,6.9%,53.5%,3.3%,57.1%,41.3%,42.0%
Career (60 matches),,0.99,0.94,58.0,2.7,3.6%,55.2%,2.8%,53.5%,43.1%,43.0%
