Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Doha R32,L vs Rybakina,0.0%,-,3.1%,50.0%,22.2%,37.5%,0.0%,17.5%,63.6%,2.0%,33.3%,88,44
2026 Australian Open R32,W vs Noskova,0.0%,-,3.0%,75.0%,23.5%,38.5%,0.0%,2.0%,0.0%,1.3%,0.0%,60,77
2026 Hobart R32,W vs Gibson,1.8%,0.0%,3.8%,50.0%,14.0%,13.3%,0.0%,17.1%,20.0%,1.5%,50.0%,-36,22
2026 Auckland F,L vs Svitolina,3.2%,0.0%,10.0%,60.0%,15.8%,30.0%,0.0%,11.1%,33.3%,3.4%,62.5%,85,58
2025 Wimbledon R64,L vs Sonmez,5.1%,25.0%,11.3%,72.2%,8.3%,17.1%,0.0%,8.4%,20.0%,0.7%,50.0%,-5,-4
2025 Berlin F,L vs Vondrousova,1.2%,0.0%,10.3%,75.0%,19.6%,14.7%,50.0%,7.9%,0.0%,1.8%,40.0%,118,76
2025 Berlin R16,W vs Gauff,0.0%,-,8.9%,80.0%,17.4%,33.3%,0.0%,14.9%,33.3%,1.5%,0.0%,69,54
2025 Indian Wells R32,L vs Pegula,0.0%,-,7.2%,57.1%,7.6%,16.7%,0.0%,3.3%,0.0%,0.7%,100.0%,78,48
2025 Dubai R64,L vs Parks,0.0%,-,1.7%,50.0%,15.4%,37.5%,0.0%,6.3%,50.0%,1.2%,0.0%,-48,22
2025 Doha R64,L vs Avanesyan,0.0%,-,10.9%,69.2%,16.4%,17.6%,0.0%,9.6%,26.9%,2.3%,36.4%,18,0
2024 Tokyo R32,L vs Kenin,0.0%,-,13.3%,68.8%,21.3%,41.7%,50.0%,18.5%,33.3%,2.6%,0.0%,48,35
2024 Wuhan SF,L vs Zheng,0.0%,-,6.3%,50.0%,5.4%,9.1%,0.0%,11.3%,33.3%,1.7%,0.0%,24,-25
2024 US Open R64,L vs Putintseva,0.0%,-,10.8%,55.6%,9.8%,0.0%,0.0%,10.4%,0.0%,1.3%,20.0%,1,-5
2024 Rome R128,W vs Yuan,0.0%,-,3.6%,57.1%,20.9%,44.2%,0.0%,11.4%,8.3%,1.9%,14.3%,24,38
2024 Miami R128,W vs Baptiste,0.0%,-,9.6%,41.7%,20.5%,18.6%,0.0%,7.5%,28.6%,0.0%,-,20,29
2024 Hua Hin SF,L vs Shnaider,0.0%,-,4.4%,83.3%,15.2%,26.1%,0.0%,1.7%,0.0%,1.0%,50.0%,1,25
2023 US Open R16,L vs Muchova,0.0%,-,9.7%,52.6%,11.7%,23.8%,0.0%,16.2%,21.4%,0.6%,0.0%,25,26
2023 Roland Garros R32,L vs Swiatek,0.0%,-,6.0%,25.0%,7.5%,7.1%,0.0%,0.0%,0.0%,1.9%,50.0%,-15,-21
2023 Roland Garros R64,W vs Peterson,0.0%,-,6.3%,72.7%,10.5%,13.5%,0.0%,4.2%,27.3%,1.5%,40.0%,21,5
2023 Roland Garros R128,W vs Bouzkova,0.0%,-,12.3%,55.6%,17.3%,45.8%,33.3%,14.3%,57.1%,1.6%,25.0%,93,71
Last 52 Weeks (7 matches),,1.7%,12.5%,7.6%,69.3%,16.1%,23.6%,42.9%,10.8%,27.0%,1.7%,41.7%,56,46
Career (30 matches),,0.4%,12.5%,7.6%,62.0%,14.8%,24.8%,8.8%,9.5%,26.0%,1.4%,29.5%,32,26
