Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Doha R32,L vs Rybakina,23.0%,35.1%,39.3%,30.4%,47.8%,50.0%,52.2%,43.5%,75.0%,11.1%,14.8%,25.0%,30.0%,29.4%,50.0%,-61
2026 Australian Open R32,W vs Noskova,31.0%,40.8%,52.3%,39.5%,52.6%,60.9%,21.1%,47.4%,100.0%,25.0%,32.1%,42.9%,33.3%,42.1%,50.0%,79
2026 Hobart R32,W vs Gibson,33.3%,45.0%,52.6%,42.1%,52.6%,45.5%,45.5%,31.3%,0.0%,20.0%,35.0%,62.5%,0.0%,6.7%,0.0%,6
2026 Auckland F,L vs Svitolina,20.6%,36.8%,58.5%,27.3%,47.7%,59.4%,18.8%,67.9%,0.0%,8.7%,17.4%,57.1%,9.1%,33.3%,-,-54
2025 Wimbledon R64,L vs Sonmez,18.3%,23.2%,46.0%,24.0%,30.0%,39.5%,71.4%,50.0%,50.0%,10.7%,14.3%,56.0%,44.4%,15.8%,25.0%,-11
2025 Berlin F,L vs Vondrousova,22.5%,29.2%,49.2%,34.6%,44.2%,52.9%,50.0%,46.7%,0.0%,6.1%,9.1%,45.2%,80.0%,43.5%,0.0%,-56
2025 Berlin R16,W vs Gauff,29.6%,35.2%,54.1%,35.5%,45.2%,65.0%,71.4%,52.9%,-,22.7%,22.7%,41.2%,66.7%,15.4%,0.0%,-51
2025 Indian Wells R32,L vs Pegula,16.7%,21.4%,31.3%,23.8%,28.6%,37.5%,69.2%,25.0%,50.0%,11.1%,16.7%,25.0%,85.7%,36.4%,0.0%,-9
2025 Dubai R64,L vs Parks,40.0%,46.7%,32.4%,51.2%,61.0%,45.0%,57.9%,40.9%,60.0%,17.6%,17.6%,14.3%,36.4%,50.0%,-,23
2025 Doha R64,L vs Avanesyan,9.8%,19.7%,50.9%,11.8%,27.1%,56.0%,66.7%,67.4%,44.4%,7.1%,7.1%,41.0%,62.5%,23.1%,0.0%,-45
2024 Tokyo R32,L vs Kenin,22.2%,38.9%,42.3%,23.9%,45.7%,51.4%,78.9%,63.0%,33.3%,22.7%,31.8%,23.5%,58.3%,20.0%,0.0%,82
2024 Wuhan SF,L vs Zheng,12.5%,18.8%,40.0%,15.0%,25.0%,35.3%,19.0%,36.8%,50.0%,8.7%,8.7%,47.6%,0.0%,46.2%,66.7%,-54
2024 US Open R64,L vs Putintseva,16.1%,24.1%,40.3%,18.0%,26.0%,34.1%,36.4%,10.7%,16.7%,13.9%,22.2%,48.4%,0.0%,26.3%,33.3%,-71
2024 Rome R128,W vs Yuan,17.1%,26.3%,58.3%,16.7%,27.1%,65.0%,43.5%,64.0%,100.0%,20.0%,28.0%,45.0%,20.0%,53.3%,100.0%,25
2024 Miami R128,W vs Baptiste,29.2%,43.1%,68.2%,34.2%,52.6%,76.0%,29.4%,71.4%,100.0%,24.0%,32.0%,57.9%,30.0%,53.3%,-,-14
2024 Hua Hin SF,L vs Shnaider,25.7%,37.8%,44.0%,27.9%,41.9%,48.4%,71.4%,31.8%,33.3%,26.9%,38.5%,36.8%,57.1%,21.1%,0.0%,91
2023 US Open R16,L vs Muchova,14.8%,21.6%,35.7%,18.0%,26.0%,39.0%,48.1%,60.9%,100.0%,12.1%,18.2%,31.0%,20.0%,61.1%,50.0%,2
2023 Roland Garros R32,L vs Swiatek,6.1%,9.1%,22.2%,10.0%,15.0%,22.2%,10.0%,70.0%,100.0%,0.0%,0.0%,22.2%,16.7%,100.0%,100.0%,-119
2023 Roland Garros R64,W vs Peterson,15.4%,21.8%,36.5%,17.1%,29.3%,38.2%,44.4%,47.8%,25.0%,14.7%,14.7%,34.5%,5.9%,88.2%,100.0%,-6
2023 Roland Garros R128,W vs Bouzkova,16.9%,28.2%,46.3%,20.6%,38.2%,55.6%,23.5%,29.4%,33.3%,15.6%,21.9%,37.0%,16.7%,60.0%,66.7%,37
Last 52 Weeks (7 matches),,24.9%,34.3%,49.7%,32.8%,45.2%,52.2%,48.6%,49.7%,41.2%,14.4%,19.9%,46.5%,39.7%,28.0%,33.3%,5
Career (30 matches),,20.8%,29.7%,45.7%,25.9%,37.7%,48.5%,47.0%,46.2%,43.6%,15.5%,21.1%,42.0%,28.2%,37.5%,32.9%,28
