Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Doha R32,L vs Rybakina,3.2,3.3,3.0,48.8%,28.1%,50.0%,50.0%,41.9%,8.1%,0.0,0.0,6.5,8.2
2026 Australian Open R32,W vs Noskova,3.1,3.1,3.2,52.7%,41.4%,62.5%,100.0%,45.0%,18.2%,4.0,6.3,-0.5,-0.7
2026 Hobart R32,W vs Gibson,3.4,3.2,3.5,62.9%,40.9%,54.5%,100.0%,56.7%,10.3%,10.0,13.7,4.0,7.8
2026 Auckland F,L vs Svitolina,3.8,4.5,3.2,41.1%,58.8%,50.0%,75.0%,51.5%,7.9%,5.5,4.9,1.5,1.4
2025 Wimbledon R64,L vs Sonmez,4.5,4.3,4.7,47.6%,56.8%,41.7%,35.7%,56.9%,15.3%,4.0,2.5,-2.0,-1.9
2025 Berlin F,L vs Vondrousova,3.6,3.5,3.6,45.2%,57.8%,48.1%,71.4%,48.5%,17.7%,12.0,9.7,-1.5,-1.3
2025 Berlin R16,W vs Gauff,3.1,3.3,2.9,54.4%,53.3%,78.6%,75.0%,43.3%,14.5%,6.0,10.5,9.5,14.8
2025 Indian Wells R32,L vs Pegula,3.5,3.9,3.2,35.6%,41.7%,40.0%,50.0%,62.7%,15.1%,-6.0,-7.3,-1.5,-3.3
2025 Dubai R64,L vs Parks,2.3,2.5,2.2,44.1%,47.6%,33.3%,-,60.0%,23.5%,-5.0,-13.2,1.0,4.0
2025 Doha R64,L vs Avanesyan,4.8,5.3,4.1,51.4%,50.7%,46.4%,55.2%,55.3%,12.2%,26.0,10.5,16.0,8.7
2024 Tokyo R32,L vs Kenin,3.0,3.1,2.8,42.7%,29.6%,50.0%,100.0%,58.6%,18.8%,1.0,1.6,-2.0,-5.1
2024 Wuhan SF,L vs Zheng,3.6,4.9,2.2,39.2%,53.3%,47.4%,33.3%,52.6%,7.2%,-2.5,-2.8,8.0,10.5
2024 US Open R64,L vs Putintseva,5.5,5.6,5.3,52.2%,51.2%,36.4%,38.5%,51.1%,7.7%,0.5,0.3,6.5,3.7
2024 Rome R128,W vs Yuan,4.2,4.4,4.0,50.5%,67.3%,56.0%,53.8%,57.9%,11.0%,44.0,21.4,1.0,0.8
2024 Miami R128,W vs Baptiste,3.2,3.6,2.9,58.2%,58.1%,50.0%,40.0%,64.7%,5.6%,15.0,15.5,4.0,7.8
2024 Hua Hin SF,L vs Shnaider,3.7,3.7,3.7,47.1%,44.0%,26.7%,40.0%,51.3%,7.2%,5.5,5.5,-4.5,-5.0
2023 US Open R16,L vs Muchova,3.8,4.5,3.3,44.6%,41.3%,50.0%,50.0%,59.1%,16.4%,-9.0,-5.2,19.0,17.9
2023 Roland Garros R32,L vs Swiatek,3.9,3.4,4.3,25.0%,21.1%,27.3%,100.0%,55.1%,14.6%,-8.5,-15.7,-6.5,-15.9
2023 Roland Garros R64,W vs Peterson,4.3,4.0,4.5,54.8%,58.7%,31.6%,50.0%,56.8%,9.3%,5.5,3.2,2.0,1.6
2023 Roland Garros R128,W vs Bouzkova,4.1,3.7,4.5,47.4%,37.8%,60.0%,81.8%,52.7%,8.3%,3.0,2.3,10.0,9.1
Last 52 Weeks (7 matches),,3.6,3.6,3.5,49.8%,49.1%,52.6%,64.3%,50.0%,13.5%,5.9,6.5,2.5,3.0
Career (30 matches),,3.8,4.0,3.6,47.4%,47.6%,47.4%,56.6%,55.1%,10.9%,7.0,6.1,2.2,2.5
