Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,161,80,81,49.7%,192-209,47.9%,1979-2029,49.4%,38-36,51.4%,156,79.0%,20.2%,8.2%,5.0%,63.0%,72.7%,47.2%,63.3%,36.7%,49.8%,1.00
Clay,54,27,27,50.0%,67-66,50.4%,658-652,50.2%,13-10,56.5%,53,73.4%,26.9%,4.6%,4.5%,62.7%,68.5%,47.0%,60.5%,40.0%,50.2%,1.01
Grass,21,10,11,47.6%,33-34,49.3%,323-330,49.5%,9-6,60.0%,21,78.6%,20.1%,9.3%,5.9%,61.1%,73.4%,48.6%,63.8%,36.3%,49.9%,1.00
Grand Slams,44,23,21,52.3%,72-83,46.5%,740-759,49.4%,11-10,52.4%,44,77.8%,21.4%,8.0%,5.4%,61.0%,72.6%,47.2%,62.7%,36.9%,49.7%,0.99
Masters,45,19,26,42.2%,45-60,42.9%,525-555,48.6%,12-13,48.0%,45,77.6%,19.8%,6.9%,4.3%,63.7%,70.2%,48.5%,62.3%,36.4%,49.3%,0.97
Other Tours,127,63,64,49.6%,149-145,50.7%,1444-1461,49.7%,31-23,57.4%,126,76.9%,22.8%,7.5%,5.1%,62.6%,71.9%,46.7%,62.5%,38.3%,50.2%,1.02
Best of 5,44,23,21,52.3%,72-83,46.5%,740-759,49.4%,11-10,52.4%,44,77.8%,21.4%,8.0%,5.4%,61.0%,72.6%,47.2%,62.7%,36.9%,49.7%,0.99
Best of 3,192,94,98,49.0%,220-226,49.3%,2220-2252,49.6%,49-42,53.8%,186,77.6%,21.8%,7.3%,4.9%,63.3%,71.6%,47.4%,62.7%,37.6%,50.0%,1.01
Finals,3,0,3,0.0%,1-4,20.0%,25-27,48.1%,0-2,0.0%,3,62.1%,39.3%,2.3%,2.3%,64.1%,64.0%,41.0%,55.8%,41.6%,49.1%,0.94
Semi-finals,8,3,5,37.5%,7-11,38.9%,79-102,43.6%,3-1,75.0%,8,71.3%,15.6%,4.6%,4.3%,64.3%,67.5%,46.2%,59.9%,33.6%,47.1%,0.84
Quarter-finals,15,8,7,53.3%,21-16,56.8%,193-186,50.9%,6-2,75.0%,15,80.1%,20.5%,7.3%,4.0%,66.1%,72.0%,48.3%,64.0%,36.3%,50.1%,1.01
vs Righties,197,98,99,49.7%,243-258,48.5%,2478-2527,49.5%,55-45,55.0%,192,77.9%,21.3%,7.3%,4.8%,62.7%,71.6%,47.8%,62.7%,37.3%,49.9%,1.00
vs Lefties,39,19,20,48.7%,49-51,49.0%,482-484,49.9%,5-7,41.7%,38,76.6%,23.5%,9.0%,6.0%,62.9%,73.2%,45.0%,62.7%,38.2%,50.1%,1.02
vs Top 10,33,8,25,24.2%,23-61,27.4%,366-464,44.1%,4-9,30.8%,32,73.7%,14.5%,6.2%,4.5%,62.3%,68.2%,45.6%,59.7%,32.8%,46.7%,0.81
