Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,27,13,14,48.1%,34-35,49.3%,356-357,49.9%,9-11,45.0%,26,83.6%,18.3%,10.3%,6.3%,61.3%,77.4%,47.3%,65.7%,36.0%,50.4%,1.05
Clay,12,5,7,41.7%,13-14,48.1%,136-138,49.6%,2-2,50.0%,11,76.8%,21.2%,6.0%,5.7%,61.9%,72.6%,45.8%,62.4%,37.5%,49.6%,1.00
Grass,2,1,1,50.0%,4-3,57.1%,36-39,48.0%,2-1,66.7%,2,80.6%,13.9%,5.0%,3.9%,64.3%,71.7%,47.8%,63.2%,34.5%,48.7%,0.94
Grand Slams,7,3,4,42.9%,10-13,43.5%,119-130,47.8%,5-4,55.6%,7,81.7%,15.0%,7.9%,5.5%,61.5%,73.2%,45.9%,62.7%,34.1%,48.5%,0.92
Masters,5,1,4,20.0%,5-7,41.7%,65-68,48.9%,2-3,40.0%,5,81.5%,16.2%,8.4%,5.6%,62.1%,77.7%,42.0%,64.2%,35.5%,49.7%,0.99
Other Tours,28,15,13,53.6%,36-30,54.5%,337-323,51.1%,6-6,50.0%,27,81.5%,20.7%,9.2%,6.1%,61.7%,76.2%,48.4%,65.5%,37.3%,50.8%,1.08
Best of 5,7,3,4,42.9%,10-13,43.5%,119-130,47.8%,5-4,55.6%,7,81.7%,15.0%,7.9%,5.5%,61.5%,73.2%,45.9%,62.7%,34.1%,48.5%,0.92
Best of 3,34,16,18,47.1%,41-39,51.2%,409-404,50.3%,8-10,44.4%,32,81.5%,19.9%,9.1%,6.0%,61.8%,76.4%,47.2%,65.3%,37.0%,50.6%,1.06
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,60.0%,27.3%,2.8%,4.2%,56.9%,73.2%,29.0%,54.2%,36.1%,45.1%,0.79
Semi-finals,2,1,1,50.0%,2-2,50.0%,20-21,48.8%,0-0,-,2,80.0%,19.0%,6.4%,4.8%,61.6%,71.4%,52.1%,64.0%,33.9%,49.2%,0.94
Quarter-finals,3,2,1,66.7%,5-3,62.5%,47-38,55.3%,1-1,50.0%,3,83.3%,26.8%,8.5%,5.6%,65.6%,75.7%,45.2%,65.2%,40.4%,52.4%,1.16
vs Righties,36,17,19,47.2%,45-46,49.5%,464-471,49.6%,11-12,47.8%,34,81.3%,18.7%,8.7%,5.8%,61.2%,75.3%,47.3%,64.4%,36.4%,50.0%,1.02
vs Lefties,5,2,3,40.0%,6-6,50.0%,64-63,50.4%,2-2,50.0%,5,83.6%,19.4%,9.1%,6.8%,65.6%,77.8%,43.9%,66.1%,35.7%,50.4%,1.05
vs Top 10,3,0,3,0.0%,2-7,22.2%,43-54,44.3%,1-2,33.3%,3,82.6%,8.3%,11.6%,4.1%,57.9%,75.0%,44.8%,62.3%,29.0%,46.5%,0.77
