Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),62,841,71,1755,67,1716,73,1693,84,1598,,,,
2025,77,746,86,1734,78,1701,80,1683,91,1588,,,,
2024,80,712,64,1758,64,1717,65,1697,74,1618,153,480,,
2023,50,930,41,1813,34,1782,43,1741,47,1658,,,,
2022,35,1160,32,1852,39,1793,31,1791,29,1718,,,,
2021,57,1034,32,1864,31,1822,43,1753,64,1639,,,,
2020,156,416,110,1653,91,1627,153,1517,,,,,,
2019,198,257,137,1635,124,1605,211,1471,,,428,93,,
2018,537,8,,,,,,,,,,,,
2017,459,79,,,,,,,,,260,235,,
2016,402,108,,,,,,,,,570,91,,
2015,1180,7,,,,,,,,,,,,
