Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Rotterdam QF,L vs De Minaur,4.9,4.6,5.3,54.6%,39.5%,56.3%,32.0%,52.8%,16.0%,-4.5,-1.9,-3.5,-1.9
2026 Rotterdam R32,W vs Pavlovic,3.3,3.4,3.3,55.8%,51.7%,75.0%,42.9%,48.4%,20.4%,7.5,8.7,4.0,5.5
2026 Australian Open R32,L vs Djokovic,4.0,4.1,3.9,47.9%,40.5%,44.0%,26.3%,54.4%,17.1%,-3.5,-2.2,-4.5,-3.8
2026 Australian Open R128,W vs Nakashima,3.7,3.4,4.1,54.0%,43.9%,57.9%,47.6%,50.8%,15.9%,10.0,5.5,-3.5,-2.2
2025 Brussels R32,W vs Fonseca,3.8,2.9,4.4,58.6%,61.0%,23.5%,45.5%,47.7%,15.8%,11.0,9.3,-4.0,-3.6
2025 Davis Cup Qualifiers RR,L vs Cerundolo,4.2,4.0,4.3,54.4%,29.7%,50.0%,27.3%,55.3%,21.1%,-0.5,-0.4,0.5,0.6
2025 Winston Salem F,L vs Fucsovics,5.1,5.0,5.3,45.1%,48.6%,41.2%,42.9%,52.8%,22.6%,-1.0,-0.6,-6.0,-5.3
2025 Kitzbuhel SF,L vs Bublik,2.8,3.3,2.3,45.2%,42.3%,42.9%,0.0%,56.6%,18.9%,7.0,12.3,-8.0,-18.6
2025 Indian Wells R32,L vs Cerundolo,5.0,5.1,4.9,45.6%,36.4%,47.6%,58.8%,51.3%,14.9%,-5.5,-4.1,1.0,0.9
2025 Indian Wells R64,W vs Djokovic,4.5,4.1,4.9,61.4%,42.9%,57.9%,55.6%,53.7%,21.2%,12.0,8.8,-1.5,-1.5
2025 Indian Wells R128,W vs Kyrgios,4.2,4.3,4.0,55.9%,53.8%,50.0%,58.3%,45.4%,23.4%,5.0,6.8,-5.0,-6.3
2025 Doha R16,L vs De Minaur,6.6,6.9,6.4,44.1%,48.3%,34.8%,47.1%,50.0%,24.9%,-9.0,-4.2,-2.5,-1.5
2025 Rotterdam R32,L vs Alcaraz,4.2,4.1,4.2,50.0%,45.7%,47.8%,44.4%,54.5%,12.7%,5.5,3.5,-2.5,-1.9
2025 Montpellier R32,L vs Griekspoor,3.4,3.1,3.6,40.0%,53.3%,54.5%,62.5%,50.8%,25.3%,11.5,14.4,4.5,6.9
2025 Australian Open R128,L vs De Minaur,4.8,4.6,4.9,46.5%,41.9%,27.3%,41.4%,54.0%,23.1%,-6.0,-3.2,-11.0,-8.3
2024 Davis Cup Finals RR,L vs Berrettini,3.3,3.9,2.6,35.4%,54.8%,57.1%,25.0%,50.4%,29.5%,-2.0,-3.4,0.0,0.0
2024 Davis Cup Finals SF,W vs Altmaier,4.0,4.4,3.6,51.5%,47.1%,47.6%,63.2%,64.3%,21.1%,15.0,7.1,-0.5,-0.5
2024 Davis Cup Finals QF,W vs Nadal,3.5,2.8,4.2,45.7%,70.6%,60.0%,100.0%,52.4%,14.0%,11.0,21.2,0.5,1.2
2024 Shanghai R64,L vs Etcheverry,5.8,5.3,6.2,49.6%,50.0%,56.8%,45.3%,50.0%,17.1%,13.0,4.2,-6.5,-2.5
2024 Davis Cup World Group RR,L vs Berrettini,3.7,4.0,3.4,49.2%,52.5%,50.0%,70.0%,60.3%,24.5%,14.5,9.7,1.5,1.9
Career (107 matches),,4.3,4.2,4.4,50.0%,49.2%,48.6%,49.4%,51.6%,21.9%,6.5,4.6,-2.7,-2.4
