Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,4,3,1,75.0%,2020,2026,R32,12,0.94,9.4%,3.8%,63.9%,70.7%,48.6%,62.7%,35.0%,65.1%,36.9%
Roland Garros,6,Clay,13,7,6,53.8%,7,3,4,42.9%,2020,2025,R32,13,1.02,4.0%,5.4%,61.5%,68.4%,47.2%,60.2%,40.5%,55.3%,41.6%
Wimbledon,5,Grass,15,9,6,60.0%,12,6,6,50.0%,2021,2025,R16,15,1.09,9.5%,5.5%,60.7%,76.4%,49.4%,65.8%,37.2%,59.6%,31.7%
US Open,5,Hard,16,11,5,68.8%,5,2,3,40.0%,2021,2025,QF,16,0.99,8.0%,6.7%,59.6%,74.1%,43.9%,61.9%,37.8%,59.0%,43.6%
Davis Cup,6,,20,12,8,60.0%,12,6,6,50.0%,2019,2025,,15,1.03,7.8%,4.6%,67.6%,72.8%,50.3%,65.5%,35.4%,61.3%,45.5%
Miami Masters,4,Hard,8,4,4,50.0%,3,3,0,100.0%,2022,2026,R16,8,0.91,8.3%,3.3%,66.0%,70.0%,47.0%,62.2%,34.3%,74.3%,34.7%
Indian Wells Masters,6,Hard,14,7,7,50.0%,7,4,3,57.1%,2021,2026,R32,14,1.01,5.4%,5.3%,60.5%,68.3%,49.0%,60.7%,39.8%,59.6%,42.0%
Dubai,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2023,2026,QF,8,0.97,8.4%,5.5%,62.5%,70.5%,41.5%,59.6%,39.1%,54.0%,46.0%
Rotterdam,9,Hard,14,5,9,35.7%,8,3,5,37.5%,2017,2026,QF,14,0.97,7.8%,6.4%,60.8%,72.1%,46.2%,62.0%,36.7%,65.7%,32.0%
Montpellier,3,Hard,4,1,3,25.0%,0,0,0,-,2021,2026,R32,4,1.05,14.5%,8.9%,60.0%,83.7%,45.7%,68.5%,33.1%,27.3%,35.3%
Hong Kong,2,Hard,4,2,2,50.0%,3,1,2,33.3%,2024,2026,R16,4,1.01,8.9%,4.7%,59.2%,70.6%,48.1%,61.4%,39.0%,64.5%,42.9%
