Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Rotterdam QF,L vs De Minaur,32,61,0.5,14.6%,27.9%,20,53,0.4,10.4%,27.6%,8.3%,1.6%,0.5,6.4%,13.2%
2026 Rotterdam R32,W vs Pavlovic,18,22,0.8,12.6%,15.4%,12,16,0.8,9.8%,13.1%,7.4%,1.6%,0.6,12.6%,22.4%
2026 Australian Open R32,L vs Djokovic,34,45,0.8,17.0%,22.5%,19,41,0.5,11.7%,25.2%,9.2%,1.8%,1.0,13.0%,13.5%
2026 Australian Open R128,W vs Nakashima,50,50,1.0,18.7%,18.7%,35,43,0.8,15.1%,18.5%,10.8%,3.4%,1.0,13.1%,12.7%
2025 Brussels R32,W vs Fonseca,32,32,1.0,19.0%,19.0%,17,29,0.6,12.0%,20.4%,9.2%,2.1%,0.8,12.5%,16.1%
2025 Davis Cup RR,L vs Cerundolo,18,32,0.6,12.2%,21.8%,16,27,0.6,11.9%,20.0%,8.1%,3.7%,1.0,15.6%,15.0%
2025 Winston-Salem F,L vs Fucsovics,19,33,0.6,13.2%,22.9%,17,30,0.6,12.9%,22.7%,9.8%,3.0%,0.8,12.5%,16.0%
2025 Kitzbuhel SF,L vs Bublik,30,28,1.1,25.0%,23.3%,28,25,1.1,28.0%,25.0%,12.0%,4.0%,2.1,28.3%,13.3%
2025 Indian Wells Masters R32,L vs Cerundolo,9,31,0.3,7.0%,24.2%,8,29,0.3,6.6%,24.0%,5.0%,1.7%,0.8,14.1%,17.2%
2025 Indian Wells Masters R64,W vs Djokovic,25,24,1.0,16.1%,15.5%,21,20,1.1,14.6%,13.9%,8.3%,6.3%,0.5,11.0%,22.6%
2025 Indian Wells Masters R128,W vs Kyrgios,15,16,0.9,12.7%,13.6%,13,13,1.0,12.4%,12.4%,8.6%,3.8%,0.8,21.2%,27.1%
2025 Doha R16,L vs De Minaur,14,49,0.3,9.7%,33.8%,13,45,0.3,9.8%,33.8%,6.8%,3.0%,0.8,12.4%,15.9%
2025 Rotterdam R32,L vs Alcaraz,27,40,0.7,13.8%,20.5%,23,32,0.7,13.1%,18.3%,3.4%,0.6%,0.8,23.1%,27.2%
2025 Montpellier R32,L vs Griekspoor,17,26,0.7,12.7%,19.4%,13,16,0.8,11.8%,14.5%,8.2%,2.7%,1.2,17.2%,14.9%
2025 Australian Open R128,L vs De Minaur,19,51,0.4,10.4%,27.9%,14,44,0.3,9.1%,28.6%,7.1%,1.9%,0.9,13.1%,14.2%
2024 Davis Cup RR,L vs Berrettini,13,17,0.8,12.1%,15.9%,10,16,0.6,11.6%,18.6%,8.1%,3.5%,1.6,27.1%,16.8%
2024 Davis Cup RR,W vs Altmaier,33,38,0.9,14.8%,17.0%,29,34,0.9,14.8%,17.3%,11.7%,2.6%,1.1,17.5%,16.1%
2024 Davis Cup RR,W vs Nadal,16,16,1.0,22.5%,22.5%,11,10,1.1,19.0%,17.2%,10.3%,8.6%,0.6,7.0%,12.7%
2024 Shanghai Masters R64,L vs Etcheverry,40,56,0.7,16.6%,23.2%,34,51,0.7,15.5%,23.3%,10.5%,5.0%,0.7,11.6%,16.6%
2024 Davis Cup RR,L vs Berrettini,26,22,1.2,13.5%,11.5%,22,20,1.1,12.6%,11.5%,8.6%,3.4%,1.2,18.2%,15.6%
Career (113 matches),,3174,3872,0.8,16.3%,19.8%,2483,3394,0.7,14.3%,19.5%,9.6%,3.1%,0.8,13.5%,16.7%
