Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Rotterdam QF,L vs De Minaur,72.0%,40.3%,1.0%,0/1,2.25,5.3%,70.1%,36.2%,1.5%,2.16,11.4%,83.3%,48.0%,0.0%,2.33,0.0%
2026 Rotterdam R32,W vs Pavlovic,71.1%,63.0%,3.9%,3/0,2.38,33.3%,56.8%,42.9%,5.4%,2.26,40.0%,86.8%,75.8%,2.6%,2.53,25.0%
2026 Australian Open R32,L vs Djokovic,61.5%,37.3%,7.3%,4/3,2.47,11.4%,60.7%,37.8%,6.6%,2.31,22.9%,75.9%,36.4%,10.3%,2.63,0.0%
2026 Australian Open R128,W vs Nakashima,63.5%,43.8%,5.6%,6/1,2.38,14.5%,60.4%,43.6%,5.5%,2.42,22.9%,78.1%,44.0%,6.3%,2.30,0.0%
2025 Brussels R32,W vs Fonseca,72.9%,54.3%,1.0%,0/1,2.47,29.7%,71.4%,47.5%,0.0%,2.42,50.0%,81.1%,63.3%,2.7%,2.53,10.5%
2025 Davis Cup Qualifiers RR,L vs Cerundolo,74.2%,51.0%,6.1%,4/0,2.05,6.8%,80.6%,44.8%,0.0%,1.86,11.1%,76.9%,60.0%,15.4%,2.30,0.0%
2025 Winston Salem F,L vs Fucsovics,69.4%,46.0%,2.8%,2/0,2.17,5.4%,65.1%,42.9%,2.3%,2.26,10.7%,84.6%,50.0%,3.8%,2.09,0.0%
2025 Kitzbuhel SF,L vs Bublik,42.1%,41.7%,1.8%,0/1,1.90,33.3%,43.2%,43.8%,2.7%,2.00,44.8%,57.1%,37.5%,0.0%,1.75,12.5%
2025 Indian Wells R32,L vs Cerundolo,77.5%,43.6%,1.4%,0/1,2.11,0.0%,81.6%,41.9%,2.6%,2.07,0.0%,77.4%,45.8%,0.0%,2.19,0.0%
2025 Indian Wells R64,W vs Djokovic,78.1%,56.1%,5.5%,3/1,2.22,1.9%,75.5%,48.6%,6.1%,2.24,2.4%,95.2%,70.0%,4.8%,2.15,0.0%
2025 Indian Wells R128,W vs Kyrgios,67.8%,62.5%,3.4%,1/1,2.24,7.5%,58.8%,55.0%,2.9%,2.43,13.6%,87.0%,70.0%,4.3%,2.00,0.0%
2025 Doha R16,L vs De Minaur,74.3%,34.6%,2.9%,1/1,2.34,1.6%,79.4%,33.3%,2.9%,2.44,3.8%,75.8%,36.0%,3.0%,2.26,0.0%
2025 Rotterdam R32,L vs Alcaraz,74.7%,45.1%,3.2%,2/1,2.35,4.5%,77.4%,41.5%,1.9%,2.28,7.1%,81.1%,50.0%,5.4%,2.48,0.0%
2025 Montpellier R32,L vs Griekspoor,66.2%,54.9%,2.6%,2/0,2.46,17.9%,61.7%,44.8%,0.0%,2.46,28.6%,78.6%,68.2%,7.1%,2.46,7.1%
2025 Australian Open R128,L vs De Minaur,61.3%,42.1%,2.2%,2/0,2.25,7.1%,55.9%,33.3%,3.4%,2.40,11.5%,80.0%,54.2%,0.0%,2.13,3.3%
2024 Davis Cup Finals RR,L vs Berrettini,45.1%,52.2%,3.9%,0/2,2.22,42.9%,37.1%,38.5%,5.7%,2.27,59.3%,66.7%,70.0%,0.0%,2.13,13.3%
2024 Davis Cup Finals SF,W vs Altmaier,53.5%,60.4%,3.0%,3/0,2.13,63.2%,47.5%,55.2%,1.6%,2.15,88.5%,68.6%,66.7%,5.7%,2.10,3.8%
2024 Davis Cup Finals QF,W vs Nadal,84.2%,46.9%,2.6%,0/1,2.63,25.0%,85.0%,35.3%,5.0%,2.54,23.1%,88.2%,60.0%,0.0%,3.00,33.3%
2024 Shanghai R64,L vs Etcheverry,73.7%,45.9%,0.0%,0/0,2.19,9.8%,74.0%,40.4%,0.0%,2.08,17.6%,83.7%,53.7%,0.0%,2.33,0.0%
2024 Davis Cup World Group RR,L vs Berrettini,68.1%,53.2%,3.3%,3/0,2.27,35.2%,60.9%,45.2%,4.3%,2.32,44.9%,90.9%,70.0%,0.0%,2.18,13.6%
Career (107 matches),,69.0%,48.9%,3.3%,64.7%,2.23,15.5%,67.5%,44.9%,2.8%,2.21,23.6%,79.3%,55.4%,4.7%,2.26,3.4%
