Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Rotterdam QF,L vs De Minaur,0.92,0.82,70.4,5.7,9.7%,71.0%,10.5%,56.1%,24.5%,40.4%
2026 Rotterdam R32,W vs Pavlovic,0.96,1.35,59.8,2.8,13.9%,66.7%,3.2%,67.7%,51.3%,40.5%
2026 Australian Open R32,L vs Djokovic,0.92,0.64,28.5,2.2,12.7%,63.6%,16.3%,51.0%,24.5%,34.0%
2026 Australian Open R128,W vs Nakashima,1.13,1.15,48.1,2.4,12.5%,75.0%,8.7%,65.2%,34.8%,25.0%
2025 Brussels R32,W vs Fonseca,0.95,1.39,54.3,3.4,10.5%,73.7%,32.4%,67.6%,44.9%,40.4%
2025 Davis Cup RR,L vs Cerundolo,1.01,0.84,60.4,3.7,2.4%,56.1%,2.5%,37.5%,47.1%,40.6%
2025 Winston-Salem F,L vs Fucsovics,0.85,0.67,41.4,2.0,5.3%,55.3%,0.0%,52.9%,45.9%,25.7%
2025 Kitzbuhel SF,L vs Bublik,0.91,0.60,44.5,2.1,0.0%,62.5%,6.5%,51.6%,26.7%,29.6%
2025 Indian Wells R32,L vs Cerundolo,0.81,0.71,52.7,3.2,0.0%,73.3%,3.7%,40.7%,36.8%,36.4%
2025 Indian Wells R64,W vs Djokovic,1.08,1.41,44.3,2.2,7.0%,81.4%,2.6%,43.6%,51.4%,44.4%
2025 Doha R16,L vs De Minaur,0.99,0.70,53.9,2.5,2.6%,60.5%,0.0%,54.1%,27.8%,32.4%
2025 Rotterdam R32,L vs Alcaraz,0.91,0.82,54.1,3.7,1.9%,59.6%,6.3%,54.2%,37.3%,40.9%
2025 Montpellier R32,L vs Griekspoor,0.81,0.69,52.6,2.4,10.3%,55.2%,3.6%,53.6%,40.0%,37.8%
2025 Australian Open R128,L vs De Minaur,0.98,0.67,35.6,2.0,4.3%,56.5%,6.8%,54.5%,31.3%,28.9%
2024 Davis Cup RR,L vs Berrettini,0.87,0.52,39.7,2.4,3.3%,73.3%,7.7%,38.5%,26.9%,24.0%
2024 Davis Cup RR,W vs Altmaier,1.15,1.12,88.1,2.6,1.6%,64.1%,5.0%,63.3%,28.8%,42.6%
2024 Davis Cup RR,L vs Berrettini,0.85,0.87,66.3,4.7,7.7%,69.2%,0.0%,59.2%,38.3%,34.1%
2024 Davis Cup RR,L vs Fonseca,0.81,0.44,50.6,2.1,7.9%,71.1%,5.3%,63.2%,18.2%,17.9%
2024 Davis Cup RR,W vs Collignon,1.33,1.20,65.5,3.8,2.3%,69.8%,2.6%,68.4%,28.9%,27.0%
2024 US Open R32,L vs Draper,0.76,0.61,30.9,2.0,8.1%,45.9%,9.1%,63.6%,37.0%,36.5%
2026 (4 matches),,1.00,0.95,51.3,2.8,12.0%,69.8%,10.2%,59.7%,32.9%,34.0%
2025 (10 matches),,0.94,0.83,49.3,2.6,4.4%,63.3%,6.4%,51.1%,39.0%,35.9%
2024 (19 matches),,0.99,0.93,51.7,2.5,6.8%,64.0%,5.5%,61.7%,36.5%,33.1%
2023 (19 matches),,1.00,0.95,56.1,3.2,8.9%,61.1%,6.1%,59.9%,36.9%,37.6%
2022 (25 matches),,1.02,1.02,50.1,2.7,8.6%,63.1%,7.2%,62.6%,36.3%,38.7%
Career (144 matches),,1.01,1.03,51.4,2.8,8.0%,64.2%,5.9%,61.0%,37.8%,38.3%
