Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,5,3,2,60.0%,1,0,1,0.0%,2025,2026,R128,5,1.15,2.6%,4.6%,59.5%,65.9%,45.2%,57.5%,48.9%,42.9%,56.1%
Roland Garros,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2024,2025,Q3,5,0.99,2.2%,8.1%,70.5%,57.4%,35.2%,50.8%,48.6%,45.8%,52.3%
Wimbledon,1,Grass,4,3,1,75.0%,1,1,0,100.0%,2024,2024,R128,4,1.20,5.1%,5.4%,59.4%,66.5%,55.4%,62.0%,45.7%,76.5%,39.5%
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,Q1,2,0.88,1.9%,10.7%,59.7%,65.3%,37.5%,54.1%,40.3%,55.0%,23.5%
Miami,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,Q1,2,0.97,5.1%,5.1%,63.4%,64.9%,40.6%,56.0%,42.6%,41.2%,24.1%
Indian Wells,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2025,2026,R128,4,1.02,2.2%,4.8%,60.1%,61.6%,43.1%,54.2%,46.6%,55.6%,41.7%
Merida,2,Hard,4,2,2,50.0%,3,2,1,66.7%,2024,2026,R16,4,0.92,1.0%,6.6%,64.5%,60.7%,38.0%,52.6%,43.5%,48.6%,66.7%
Canberra 125,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2026,R16,3,0.91,4.1%,9.5%,54.5%,58.7%,43.6%,51.8%,43.7%,48.4%,26.5%
Tampico 125,2,Hard,10,9,1,90.0%,5,4,1,80.0%,2024,2025,W,10,1.15,3.4%,9.3%,57.7%,67.4%,43.3%,57.2%,49.1%,51.8%,55.0%
Guadalajara,2,Hard,8,6,2,75.0%,3,2,1,66.7%,2024,2025,QF,8,1.04,3.7%,9.9%,48.9%,68.1%,42.2%,54.9%,47.0%,49.4%,47.7%
