Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,13,12,52.0%,31-32,49.2%,295-304,49.2%,4-3,57.1%,25,59.4%,38.0%,2.5%,7.6%,57.7%,61.2%,45.4%,54.5%,45.4%,50.0%,1.00
Clay,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,17.6%,44.4%,2.8%,11.1%,54.6%,42.4%,30.6%,37.0%,45.7%,41.3%,0.73
Grass,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.9%,4.8%,60.6%,47.6%,58.5%,51.9%,35.9%,45.8%,0.75
Grand Slams,2,0,2,0.0%,1-3,25.0%,16-19,45.7%,0-0,-,2,61.9%,22.7%,2.2%,5.6%,64.2%,53.9%,57.8%,55.3%,39.1%,48.3%,0.88
Premiers,11,6,5,54.5%,13-14,48.1%,132-133,49.8%,1-2,33.3%,11,62.3%,37.9%,3.8%,7.6%,57.0%,63.3%,44.4%,55.2%,45.1%,50.3%,1.01
Internationals,7,3,4,42.9%,7-11,38.9%,77-95,44.8%,3-0,100.0%,7,48.8%,38.6%,1.1%,9.2%,57.6%,58.2%,40.4%,50.7%,45.5%,48.0%,0.92
Finals,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,0-0,-,1,63.6%,60.0%,3.2%,1.6%,65.1%,61.0%,54.5%,58.7%,53.2%,55.7%,1.29
Semi-finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,1.7%,1.7%,55.0%,42.4%,40.7%,41.7%,32.7%,37.6%,0.56
Quarter-finals,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,50.0%,16.7%,0.0%,5.8%,61.2%,59.5%,36.2%,50.4%,37.4%,43.9%,0.75
vs Righties,28,13,15,46.4%,31-38,44.9%,315-339,48.2%,4-3,57.1%,26,57.9%,37.5%,2.6%,7.7%,57.9%,59.9%,45.3%,53.7%,45.1%,49.5%,0.98
vs Lefties,2,1,1,50.0%,2-2,50.0%,15-20,42.9%,0-0,-,2,44.4%,41.2%,1.7%,6.0%,55.2%,54.7%,44.2%,50.0%,45.1%,47.6%,0.90
vs Top 10,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,1.7%,1.7%,55.0%,42.4%,40.7%,41.7%,32.7%,37.6%,0.56
