Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Tampico 125 R32,W vs Smith,63% (10/16),75% (6/8),2/3,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2025 Charleston R64,L vs Sakkari,40% (2/5),75% (3/4),0/0,0/0,45% (5/11),1/3,0/1,- (0/0),- (0/0)
2024 Guadalajara R16,W vs Ostapenko,41% (9/22),44% (8/18),2/4,1/1,56% (9/16),6/7,4/4,100% (3/3),100% (4/4)
2024 Wimbledon R128,L vs Siniakova,29% (5/17),11% (1/9),0/0,0/0,83% (20/24),0/2,0/1,- (0/0),- (0/0)
2023 BJK Cup Finals F,W vs Trevisan,70% (7/10),46% (6/13),2/6,1/5,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2022 Granby R32,W vs Fourlis,64% (9/14),32% (7/22),2/3,1/2,44% (4/9),2/3,0/0,- (0/0),- (0/0)
2025 (2 matches),,57.1%,75.0%,66.7%,100.0%,55.6%,25.0%,0.0%,-,-
2024 (2 matches),,35.9%,33.3%,50.0%,100.0%,72.5%,66.7%,80.0%,100.0%,100.0%
2023 (1 matches),,70.0%,46.2%,33.3%,20.0%,33.3%,-,-,-,-
2022 (1 matches),,64.3%,31.8%,66.7%,50.0%,44.4%,66.7%,-,-,-
Career (6 matches),,50.0%,41.9%,50.0%,44.4%,61.6%,56.3%,66.7%,100.0%,100.0%
