Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Tampico R32,W vs Smith,63.5%,62.5%,0.0%,0/0,2.65,8.5%,66.7%,50.0%,0.0%,2.66,13.3%,84.2%,81.3%,0.0%,2.64,0.0%
2025 Charleston R64,L vs Sakkari,76.5%,51.3%,2.0%,0/1,2.18,2.1%,73.5%,44.0%,0.0%,2.13,3.3%,93.3%,64.3%,6.7%,2.25,0.0%
2024 Guadalajara R16,W vs Ostapenko,65.8%,55.7%,15.0%,9/9,2.61,4.0%,70.2%,50.0%,17.5%,2.72,6.0%,84.8%,61.5%,17.4%,2.37,0.0%
2023 BJK Cup Finals RR,W vs Trevisan,81.8%,57.1%,0.0%,0/0,2.46,3.8%,88.7%,48.9%,0.0%,2.48,5.9%,84.2%,81.3%,0.0%,2.42,0.0%
2022 Granby R32,W vs Fourlis,76.9%,62.5%,1.9%,1/1,2.45,10.9%,79.7%,58.2%,0.0%,2.53,17.9%,80.6%,72.0%,6.5%,2.36,3.7%
Last 52 Weeks (2 matches),,69.3%,57.0%,0.9%,0.0%,2.41,5.3%,70.0%,46.9%,0.0%,2.40,8.3%,88.2%,73.3%,2.9%,2.44,0.0%
Career (5 matches),,72.5%,58.1%,5.1%,47.6%,2.48,5.8%,76.7%,51.3%,4.0%,2.53,8.7%,84.6%,70.0%,8.5%,2.40,0.9%
