Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Vondrousova,50% (1/2),29% (2/7),0/0,0/0,36% (4/11),4/6,2/3,- (0/0),- (0/0)
2019 W60 Concord MA R32,L vs Kalinina,50% (3/6),33% (1/3),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2019 W60 Berkeley CA R16,W vs Shimizu,56% (9/16),45% (9/20),2/8,1/2,17% (1/6),0/1,0/0,40% (2/5),33% (2/6)
2019 W25 Daegu SF,W vs Osaka,64% (7/11),38% (5/13),2/4,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Daegu QF,W vs You,42% (5/12),78% (7/9),2/6,1/3,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Incheon F,W vs Gasanova,40% (6/15),86% (6/7),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W80 Gifu R16,L vs Omae,47% (7/15),31% (4/13),1/1,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 W80 Gifu R32,W vs Broady,89% (8/9),63% (5/8),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osaka F,W vs Wang,64% (9/14),54% (7/13),2/5,1/4,57% (8/14),2/3,0/0,- (0/0),- (0/0)
2019 W25 Osaka SF,W vs Omae,78% (7/9),38% (5/13),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osaka QF,W vs Sema,56% (5/9),58% (7/12),2/4,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osaka R16,W vs Snigur,86% (6/7),55% (6/11),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Osaka R32,W vs Imanishi,41% (7/17),71% (5/7),2/3,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Kashiwa R16,W vs Kim,78% (7/9),83% (5/6),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Kashiwa R32,W vs Miyamoto,70% (7/10),71% (5/7),2/2,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Kofu QF,L vs Kobori,80% (4/5),53% (10/19),1/3,0/0,37% (7/19),0/2,0/1,- (0/0),- (0/0)
2019 W25 Kofu R32,W vs Muramatsu,35% (8/23),47% (7/15),2/7,1/3,58% (7/12),0/1,0/0,- (0/0),- (0/0)
2019 W25 Yokohama SF,L vs Ruse,56% (9/16),33% (1/3),0/0,0/0,80% (12/15),1/3,0/1,- (0/0),- (0/0)
2019 W25 Yokohama QF,W vs In Albon,86% (12/14),36% (4/11),2/4,1/2,0% (0/3),0/1,0/0,- (0/0),- (0/0)
2019 W25 Yokohama R16,W vs Omae,50% (6/12),67% (6/9),2/4,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2023 (1 matches),,50.0%,28.6%,-,-,36.4%,66.7%,66.7%,-,-
2019 (27 matches),,58.4%,53.1%,57.3%,69.0%,49.2%,33.3%,22.2%,66.7%,47.8%
2018 (2 matches),,58.3%,50.0%,50.0%,100.0%,52.6%,33.3%,0.0%,-,-
2017 (24 matches),,54.8%,54.1%,61.5%,62.5%,50.3%,45.7%,50.0%,52.6%,37.8%
2016 (27 matches),,58.3%,52.6%,60.7%,48.3%,49.4%,45.9%,35.0%,55.2%,55.6%
Career (102 matches),,57.1%,52.2%,58.3%,58.9%,51.2%,42.2%,33.9%,52.8%,44.4%
