Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,4,1,3,25.0%,3-7,30.0%,34-55,38.2%,0-0,-,4,48.9%,27.3%,0.6%,4.8%,69.8%,51.8%,45.3%,49.8%,37.5%,44.2%,0.75,R16 (Hua Hin)
2022,5,4,1,80.0%,8-3,72.7%,55-32,63.2%,0-0,-,5,70.5%,58.1%,0.0%,5.1%,68.6%,58.4%,53.1%,56.7%,51.3%,54.2%,1.18,R16 (Seoul)
2021,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,1.5%,1.5%,67.2%,55.6%,36.4%,49.3%,39.0%,44.4%,0.77,R32 (San Jose)
2020,6,3,3,50.0%,6-7,46.2%,61-60,50.4%,0-0,-,6,52.5%,46.7%,0.5%,5.1%,73.4%,54.3%,42.7%,51.2%,48.8%,50.1%,1.00,
2019,4,2,2,50.0%,4-5,44.4%,41-46,47.1%,1-1,50.0%,3,68.6%,35.3%,1.6%,4.0%,65.5%,60.1%,53.5%,57.8%,45.0%,51.7%,1.07,
2018,4,1,3,25.0%,5-6,45.5%,50-49,50.5%,0-1,0.0%,4,57.1%,42.9%,0.3%,4.0%,70.8%,59.1%,40.0%,53.5%,47.2%,50.5%,1.02,
2017,5,1,4,20.0%,3-8,27.3%,44-64,40.7%,0-1,0.0%,5,51.9%,30.2%,0.6%,8.0%,61.0%,59.2%,39.7%,51.6%,42.5%,46.9%,0.88,R16 (Seoul)
2016,6,3,3,50.0%,6-8,42.9%,64-67,48.9%,1-1,50.0%,2,29.4%,25.0%,0.0%,7.4%,44.4%,41.7%,40.0%,40.7%,36.1%,38.5%,0.61,
2015,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Seoul)
2014,3,1,2,33.3%,3-5,37.5%,36-44,45.0%,1-0,100.0%,2,-,-,1.0%,12.0%,60.7%,57.8%,30.7%,47.1%,50.0%,48.5%,0.95,R16 (Seoul)
Career,39,16,23,41.0%,38-53,41.8%,395-441,47.2%,3-4,42.9%,32,55.6%,39.2%,0.6%,5.8%,66.7%,56.4%,43.1%,52.0%,45.2%,48.7%,0.94,
