Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,24,14,10,58.3%,34-21,61.8%,285-211,57.5%,2-5,28.6%,1,80.0%,26.7%,0.9%,3.5%,71.9%,62.2%,56.3%,60.5%,36.1%,49.3%,0.91,F (2x)
2022,57,43,14,75.4%,89-33,73.0%,662-432,60.5%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2021,36,16,20,44.4%,37-41,47.4%,344-336,50.6%,2-3,40.0%,5,64.7%,36.7%,0.6%,3.9%,65.4%,59.4%,50.9%,56.4%,44.7%,50.8%,1.03,SF (W25 Dubai)
2019,53,38,15,71.7%,81-37,68.6%,617-449,57.9%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2018,44,30,14,68.2%,64-37,63.4%,510-396,56.3%,4-3,57.1%,0,,,,,,,,,,,,W (Daegu $25K)
2017,38,23,15,60.5%,52-34,60.5%,436-362,54.6%,2-5,28.6%,2,39.1%,47.8%,1.9%,4.5%,59.0%,55.4%,31.3%,45.5%,48.8%,47.2%,0.90,W (Incheon $25K)
2016,41,27,14,65.9%,62-39,61.4%,516-428,54.7%,5-3,62.5%,2,52.0%,48.0%,1.1%,8.2%,54.6%,58.0%,43.4%,51.4%,48.6%,50.0%,1.00,W (2x)
2015,50,33,17,66.0%,71-40,64.0%,558-436,56.1%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2014,33,19,14,57.6%,41-28,59.4%,347-273,56.0%,4-4,50.0%,0,,,,,,,,,,,,F (Gimcheon 10K)
2013,34,23,11,67.6%,45-29,60.8%,358-325,52.4%,5-3,62.5%,0,,,,,,,,,,,,W (Seoul 25K)
2012,17,6,11,35.3%,15-22,40.5%,149-187,44.3%,4-1,80.0%,0,,,,,,,,,,,,SF (Yeong Wol 10K)
2011,35,21,14,60.0%,48-30,61.5%,386-317,54.9%,4-0,100.0%,0,,,,,,,,,,,,W (Taipei 10K)
2010,10,2,8,20.0%,5-16,23.8%,74-117,38.7%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
2009,19,9,10,47.4%,23-23,50.0%,214-203,51.3%,0-2,0.0%,0,,,,,,,,,,,,QF (3x)
2008,4,2,2,50.0%,5-2,71.4%,38-28,57.6%,0-0,-,0,,,,,,,,,,,,QF (Go Yang 10K)
Career,495,306,189,61.8%,672-432,60.9%,5494-4500,55.0%,47-41,53.4%,10,58.8%,40.2%,1.0%,4.9%,62.6%,58.8%,45.1%,53.7%,45.4%,49.6%,0.98,
