Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2016 ITF Wuhan R16,L vs Radwanska,72.4%,52.7%,1.3%,0/1,2.47,5.7%,79.5%,51.4%,0.0%,2.59,7.7%,83.3%,55.0%,4.2%,2.10,0.0%
Career (1 matches),,72.4%,52.7%,1.3%,0.0%,2.47,5.7%,79.5%,51.4%,0.0%,2.59,7.7%,83.3%,55.0%,4.2%,2.10,0.0%
