Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 US Open R128,L vs Vondrousova,1.03,0.54,37.7,2.0,0.0%,28.0%,0.0%,33.3%,43.5%,28.6%
2019 W60 Concord MA R32,L vs Kalinina,0.89,0.57,41.5,2.2,-,48.1%,-,48.0%,44.0%,21.7%
2019 W60 Berkeley CA R16,W vs Shimizu,0.94,1.11,72.2,6.3,-,61.2%,-,50.0%,48.3%,56.4%
2019 W25 Daegu SF,W vs Osaka,1.07,1.37,50.0,2.0,-,62.5%,-,58.1%,53.8%,47.4%
2019 W25 Daegu QF,W vs You,1.20,1.42,50.7,3.1,-,50.0%,-,51.5%,56.3%,60.7%
2019 W25 Incheon F,W vs Gasanova,1.04,1.64,46.7,2.9,-,58.8%,-,56.3%,75.0%,57.9%
2019 W80 Gifu R16,L vs Omae,0.87,0.78,59.5,5.7,2.5%,55.0%,0.0%,52.8%,51.4%,30.3%
2019 W80 Gifu R32,W vs Broady,1.19,1.38,56.9,2.7,0.0%,65.6%,3.6%,57.1%,59.4%,29.0%
2019 W25 Osaka F,W vs Wang,1.05,1.18,63.3,2.7,0.0%,53.2%,0.0%,59.1%,44.2%,55.1%
2019 W25 Osaka SF,W vs Omae,1.05,1.98,39.7,2.0,4.5%,68.2%,0.0%,72.2%,57.7%,56.0%
2019 W25 Osaka QF,W vs Sema,1.06,1.49,44.0,2.0,-,60.0%,-,54.2%,60.0%,60.7%
2019 W25 Osaka R16,W vs Snigur,0.95,1.50,45.6,2.0,0.0%,56.0%,0.0%,66.7%,65.5%,57.1%
2019 W25 Osaka R32,W vs Imanishi,1.14,1.42,48.8,2.7,2.7%,54.1%,2.9%,62.9%,43.3%,60.7%
2019 W25 Kashiwa R16,W vs Kim,1.23,2.56,32.6,2.0,0.0%,66.7%,5.0%,80.0%,45.5%,68.4%
2019 W25 Kashiwa R32,W vs Miyamoto,1.10,1.59,48.3,2.6,3.3%,63.3%,0.0%,62.1%,52.0%,56.0%
2019 W25 Kofu QF,L vs Kobori,0.93,0.82,67.5,34.0,2.1%,29.2%,0.0%,46.5%,60.4%,50.0%
2019 W25 Kofu R32,W vs Muramatsu,1.13,1.25,52.3,3.0,0.0%,58.8%,2.0%,50.0%,50.0%,51.1%
2019 W25 Yokohama SF,L vs Ruse,0.97,0.76,64.6,2.5,0.0%,52.0%,0.0%,66.0%,29.3%,35.0%
2019 W25 Yokohama QF,W vs In Albon,1.09,1.29,71.9,3.2,0.0%,65.1%,0.0%,65.7%,46.9%,34.1%
2019 W25 Yokohama R16,W vs Omae,1.40,1.94,37.2,2.3,0.0%,59.3%,0.0%,56.0%,52.0%,66.7%
2023 (1 matches),,1.03,0.54,37.7,2.0,0.0%,28.0%,0.0%,33.3%,43.5%,28.6%
2019 (27 matches),,1.03,1.18,54.4,2.6,0.5%,54.5%,0.7%,59.0%,50.1%,49.0%
2018 (2 matches),,0.99,1.08,56.9,3.2,0.0%,54.3%,1.4%,54.3%,53.4%,45.3%
2017 (24 matches),,1.03,1.15,57.0,2.7,1.2%,53.6%,0.9%,54.6%,52.1%,50.5%
2016 (27 matches),,0.99,1.01,60.7,2.8,0.8%,53.2%,1.2%,55.0%,47.0%,46.8%
Career (102 matches),,1.01,1.10,56.8,2.7,0.8%,53.1%,0.8%,56.6%,49.2%,48.8%
