Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),284,184,330,1444,290,1423,347,1347,190,1454,,,,
2025,382,127,340,1427,316,1401,350,1338,197,1446,,,,
2024,185,311,239,1513,256,1456,241,1445,158,1500,,,,
2023,666,46,,,,,,,,,,,,
2022,219,253,227,1516,226,1466,211,1489,173,1456,,,,
2021,347,135,,,,,,,,,,,,
2020,521,62,,,,,,,,,,,,
2019,500,58,,,,,,,,,,,,
2017,1465,2,,,,,,,,,,,,
