Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,2,8,20.0%,8-20,28.6%,115-149,43.6%,2-3,40.0%,10,69.5%,18.3%,2.3%,2.7%,68.4%,60.9%,50.5%,57.7%,35.8%,47.1%,0.85
Clay,10,6,4,60.0%,13-10,56.5%,115-113,50.4%,3-2,60.0%,7,72.7%,22.2%,2.2%,3.5%,65.2%,66.0%,46.4%,59.2%,39.5%,49.0%,0.97
Grand Slams,4,0,4,0.0%,2-12,14.3%,49-79,38.3%,0-2,0.0%,4,62.9%,15.6%,1.1%,3.7%,67.4%,58.7%,45.8%,54.5%,33.8%,44.6%,0.74
Other Tours,12,4,8,33.3%,11-17,39.3%,127-147,46.4%,4-3,57.1%,11,71.2%,21.5%,2.9%,2.4%,67.6%,63.0%,49.2%,58.5%,38.2%,48.4%,0.92
Best of 5,4,0,4,0.0%,2-12,14.3%,49-79,38.3%,0-2,0.0%,4,62.9%,15.6%,1.1%,3.7%,67.4%,58.7%,45.8%,54.5%,33.8%,44.6%,0.74
Best of 3,16,8,8,50.0%,19-18,51.4%,181-183,49.7%,5-3,62.5%,13,74.0%,21.7%,2.7%,2.7%,67.0%,64.6%,50.0%,59.8%,38.7%,49.2%,0.96
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,0.0%,1.6%,49.2%,64.5%,43.8%,54.0%,33.3%,43.9%,0.72
vs Righties,19,8,11,42.1%,20-28,41.7%,218-246,47.0%,5-5,50.0%,16,70.3%,20.8%,2.1%,3.1%,67.0%,62.6%,48.8%,58.1%,37.6%,47.9%,0.90
vs Lefties,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,78.6%,7.1%,4.5%,2.3%,69.3%,67.2%,48.1%,61.4%,35.4%,47.6%,0.92
vs Top 10,1,0,1,0.0%,0-3,0.0%,15-20,42.9%,0-2,0.0%,1,81.3%,11.8%,2.2%,5.2%,57.0%,70.1%,44.8%,59.3%,30.2%,46.5%,0.74
